WPID;WPTitle;Source;WPSize;TargetSize;IntersectionSize;UniversSize;pValue;pAdjusted;Intersection
WP4746;Thyroid hormones production and peripheral downstream signaling effects;WP_allPathways_request_2022_08_01.gmt;92;1723;30;12378;3.7071673919170684e-06;3.437555217959463e-05;BAD CASP9 CREB3 CTNNB1 FOXO1 GSK3B ITGAV ITPR2 KDM1A MAP2K1 MAP4K5 MAPK1 MAPK14 MGLL NOTCH1 NPPB PAX8 PPARG RPS6KB1 RXRA SHH SLC16A10 SLC16A2 SLC5A5 TBC1D4 THRA THRB TP53 TPO TSHR
WP4823;Genes controlling nephrogenesis;WP_allPathways_request_2022_08_01.gmt;44;1723;18;12378;9.810307568333973e-06;8.338761433083877e-05;CTNNB1 CXCL12 CXCR4 EYA1 FGF8 FOXC1 FOXC2 GDNF ITGB1 KDR LHX1 NOTCH2 NPHS1 RET ROBO2 SHH VEGFA WT1
WP4541;Hippo-Merlin signaling dysregulation;WP_allPathways_request_2022_08_01.gmt;120;1723;34;12378;2.6660734427546836e-05;0.0002091842239699829;CCND1 CD44 CDH1 CDH11 CDH2 CDH24 CSF1R CTNNB1 CUL4A EGFR FGFR3 FLT3 ITGA1 ITGA4 ITGA6 ITGA9 ITGAL ITGAM ITGAV ITGAX ITGB1 ITGB2 ITGB7 KDR KIT MET MYC NTRK1 NTRK2 PAK1 PAK3 PDGFRA PRKAR1A PTK2
WP4549;Fragile X syndrome;WP_allPathways_request_2022_08_01.gmt;112;1723;32;12378;3.796369675463495e-05;0.0002765926477837689;AKT1 ALDH5A1 APP BDNF CAMK1 CDKN2A CLTB CNR1 CREB1 CYFIP2 DAG1 DLG4 DNM1 EEF1A1 EIF4E FYN GRIN1 HOXB8 ITPR1 MAP2K1 MAP2K2 MAPK1 MMP9 NF1 NTRK2 PIK3CB PPP3CA PRKAR1A PRKCA PTEN PTPN11 RPS6KB1
WP4871;Kisspeptin/kisspeptin receptor system in the ovary;WP_allPathways_request_2022_08_01.gmt;39;1723;15;12378;0.00012492626206137984;0.0008494985820173829;AKT1 ARRB2 MAP2K1 MAP2K2 MAPK1 MAPK3 MMP9 NFKB1 PIK3CB PIK3CD PIK3CG PRKCA PRKCB PRKCD STAR
WP4673;Male infertility;WP_allPathways_request_2022_08_01.gmt;145;1723;36;12378;0.00030482241956749197;0.0019432429247427613;ABCB1 AHR BCL2 BRCA2 CCNA1 CDK9 CLU CREBBP CYP1A1 CYP26B1 EP300 ERCC2 ESR1 FAS FASLG GPX1 H3-4 MMP2 MMP9 MTHFR NANOS1 NFE2L2 NQO1 PARP1 PEMT PIWIL4 PON2 PSAT1 REC8 SIRPA SLC16A7 SOD2 SOX5 THBS1 TNF UBD
WP3853;ERK pathway in Huntington's disease;WP_allPathways_request_2022_08_01.gmt;15;1723;8;12378;0.00035806475522021054;0.0021483885313212632;BDNF CASP3 CASP7 CREB1 EGF EGFR MAPK1 NTRK2
WP5102;Familial partial lipodystrophy (FPLD);WP_allPathways_request_2022_08_01.gmt;30;1723;12;12378;0.0003860919998936576;0.0021878546660640597;CEBPA FABP4 GATA2 GATA3 INS KLF9 LMNB1 LPL MGLL PPARA PPARG STAT5B
WP4288;MTHFR deficiency;WP_allPathways_request_2022_08_01.gmt;24;1723;10;12378;0.0008088544957261522;0.004342271503371975;CASP3 CASP9 CHKA CHPT1 DNMT1 DNMT3A DNMT3B GRIN1 MTHFR PEMT
WP5103;Progeria-associated lipodystrophy;WP_allPathways_request_2022_08_01.gmt;22;1723;9;12378;0.00172471034509067;0.008796022759962416;FBN1 INS LMNB1 PARP1 PPARG SMAD2 SMAD3 SMAD4 TGFB1
WP5074;Kallmann syndrome;WP_allPathways_request_2022_08_01.gmt;23;1723;9;12378;0.0024872720545091507;0.012081035693330161;AKT1 ANOS1 ASCL1 FGF8 MAP2K2 MAPK1 OTX2 PLXND1 PTPN11
WP4844;Influence of laminopathies on Wnt signaling;WP_allPathways_request_2022_08_01.gmt;37;1723;12;12378;0.0032450016839286116;0.01504500780730538;APC CCND1 CEBPA CEBPB CEBPD CTNNB1 GSK3B HES1 PPARG RUNX2 SPP1 TCF7L2
WP4540;Hippo signaling regulation pathways;WP_allPathways_request_2022_08_01.gmt;98;1723;24;12378;0.0035000241645108655;0.015521846294787317;CDC42 CDH1 CDH11 CDH2 CDH24 CSF1R CTNNB1 EGFR FGFR3 FLT3 KDR KIT MET NTRK1 NTRK2 PDGFRA PRKAR1A PRKCA PRKCB PRKCD PRKCI SMAD2 SMAD3 TCF7L2
WP5110;Familial hyperlipidemia type 3;WP_allPathways_request_2022_08_01.gmt;13;1723;6;12378;0.005147238114968829;0.02187576198861752;APOA2 APOE LPL PLTP SCARB1 VLDLR
WP4224;Purine metabolism and related disorders;WP_allPathways_request_2022_08_01.gmt;22;1723;8;12378;0.007218711792059596;0.029452344111603152;ADA GART HPRT1 MAT2A PAICS PNP PPAT PRPS1
WP2371;Parkinson's disease pathway;WP_allPathways_request_2022_08_01.gmt;47;1723;13;12378;0.009984976374501194;0.03917183039227391;APAF1 CASP3 CASP6 CASP7 CASP9 CCNE1 CCNE2 DDC MAPK14 TH UBA7 UBE2J1 UBE2L6
WP5120;Inclusion body myositis;WP_allPathways_request_2022_08_01.gmt;11;1723;5;12378;0.011573160474600153;0.043720828459600576;APP BACE1 MAPT NFKB1 PSEN1
WP4949;16p11.2 proximal deletion syndrome;WP_allPathways_request_2022_08_01.gmt;81;1723;19;12378;0.01398340946425481;0.050939563048356805;ALDOA BPTF CASP8 CORO1A ESR1 EZR IGFBP3 KIF22 MAP2K6 MAPK3 MAZ NFKB1 NR3C1 PCNA PPARG PTEN REL TBX6 TP53
WP5195;Disorders in ketolysis;WP_allPathways_request_2022_08_01.gmt;5;1723;3;12378;0.02162832533138662;0.07607204082073915;ACAT2 HMGCS1 OXCT1
WP4522;Metabolic pathway of LDL, HDL and TG, including diseases;WP_allPathways_request_2022_08_01.gmt;17;1723;6;12378;0.022680007886017366;0.07711202681245904;ABCA1 ANXA2 APOA2 APOE LPL SCARB1
WP5114;Nucleotide excision repair in xeroderma pigmentosum ;WP_allPathways_request_2022_08_01.gmt;74;1723;17;12378;0.023585069560147373;0.07760248693983975;BRCA1 CCNH CUL4A ERCC2 ERCC8 GTF2H2 GTF2H3 H4-16 H4C3 LIG1 PARP1 PCNA POLD4 POLE2 RFC2 RFC3 RFC5
WP4312;Rett syndrome causing genes;WP_allPathways_request_2022_08_01.gmt;48;1723;12;12378;0.028603707399748865;0.0911743173366995;GABBR2 HIVEP2 IMPDH2 KDM5B MEF2C RHOBTB2 SCN2A SCN8A SMARCA2 TBL1X TCF4 TRRAP
WP5052;Nephrogenesis;WP_allPathways_request_2022_08_01.gmt;18;1723;6;12378;0.03011173069349054;0.0930726221435162;ALDH1A2 BMP7 FGF8 JAG1 MEIS1 NOTCH2
WP5222;2q13 copy number variation syndrome;WP_allPathways_request_2022_08_01.gmt;68;1723;15;12378;0.04458698685432446;0.1337609605629734;BCL2L11 CKAP2L GATA3 IL1A IL1B IL2 IL6 LGALS3 MAPK1 POLR1B POLR1C PTK2 SLC20A1 STAT1 TMEM87B
WP4320;Effect of progerin on genes involved in Hutchinson-Gilford progeria syndrome;WP_allPathways_request_2022_08_01.gmt;37;1723;9;12378;0.06294151602579279;0.17833429540641288;CBX1 CBX3 CBX5 E2F1 KDM1A MTA1 RB1 RBBP4 TP53
WP4932;7q11.23 copy number variation syndrome;WP_allPathways_request_2022_08_01.gmt;113;1723;22;12378;0.062231010176119636;0.17833429540641288;BECN1 CDKN1C CLASP2 CLIP2 CTNNB1 DDX21 EIF2A FAS FBN1 GAPDH LAT2 MAPK3 MYC NRG1 PCNA RB1 RFC2 RFC5 SNAP25 SQSTM1 UBE2L6 ULK1
WP3998;Prader-Willi and Angelman syndrome;WP_allPathways_request_2022_08_01.gmt;66;1723;14;12378;0.06771919232780733;0.1866853410117932;BDNF CCND1 CCND2 CDC6 CDK4 CDKN2A CDKN2B CDKN2C E2F1 INS MSX1 RB1 TP53 UBE3A
WP4535;Envelope proteins and their potential roles in EDMD physiopathology;WP_allPathways_request_2022_08_01.gmt;46;1723;10;12378;0.09776019794498586;0.23741762358067997;MAP2K1 MAP2K2 MAPK1 MAPK3 SMAD2 SMAD3 SMAD4 TGFB1 TGFB2 TGFB3
WP4220;Neurotransmitter disorders;WP_allPathways_request_2022_08_01.gmt;4;1723;2;12378;0.09577748938041342;0.23741762358067997;DDC TH
WP4545;Oxysterols derived from cholesterol;WP_allPathways_request_2022_08_01.gmt;46;1723;10;12378;0.09776019794498586;0.23741762358067997;ACOT11 CYP27A1 CYP3A4 CYP7A1 DHCR7 ESR1 IL17D INSIG1 NR1I2 SLC27A2
WP5171;Leukotriene metabolic pathway;WP_allPathways_request_2022_08_01.gmt;13;1723;4;12378;0.09499886571371548;0.23741762358067997;ALOX5 ALOX5AP CYP4F3 GGT1
WP4792;Purine metabolism;WP_allPathways_request_2022_08_01.gmt;13;1723;4;12378;0.09499886571371548;0.23741762358067997;ADA HPRT1 PNP PRPS1
WP5178;Disorders of fructose metabolism;WP_allPathways_request_2022_08_01.gmt;14;1723;4;12378;0.1189750945113235;0.27580590091261353;ALDH1A1 FBP1 PGM1 TPI1
WP4814;Somatic sex determination;WP_allPathways_request_2022_08_01.gmt;14;1723;4;12378;0.1189750945113235;0.27580590091261353;GATA4 PTGDS SOX9 WT1
WP4842;Mammalian disorder of sexual development;WP_allPathways_request_2022_08_01.gmt;25;1723;6;12378;0.12400293968521427;0.2810733299531524;CTNNB1 GATA4 PBX1 PTGDS SOX9 WT1
WP5190;Creatine pathway;WP_allPathways_request_2022_08_01.gmt;5;1723;2;12378;0.14521026541268303;0.3219879798281232;CKB SLC6A8
WP4906;3q29 copy number variation syndrome;WP_allPathways_request_2022_08_01.gmt;75;1723;14;12378;0.15279014901966712;0.33158713191502226;ADAM10 AKT1 CASP7 FBXW7 HIF1A JUN MELTF MYC PIGM PXN SLC40A1 STAT5B TFRC TGFB1
WP4657;22q11.2 copy number variation syndrome;WP_allPathways_request_2022_08_01.gmt;149;1723;25;12378;0.18370198659223683;0.39036672150850327;ACTA2 ALDH1A2 BCL2 CBX5 CDC42 CDC45 CYP26A1 CYP26B1 CYP26C1 EGFR FGF8 FOXA2 FOXC1 FOXC2 GLUD1 HES1 PAX3 PITX2 PLK1 SEPTIN11 SHH SREBF2 TBX1 TNPO1 TP53
WP5101;Congenital generalized lipodystrophy (CGL);WP_allPathways_request_2022_08_01.gmt;18;1723;4;12378;0.23480345270148062;0.46960690540296124;FYN GPAT3 HIF1A INS
WP5193;Cholesterol synthesis disorders;WP_allPathways_request_2022_08_01.gmt;18;1723;4;12378;0.23480345270148062;0.46960690540296124;DHCR7 FDFT1 HMGCS1 MSMO1
WP5108;Familial  hyperlipidemia type 1;WP_allPathways_request_2022_08_01.gmt;18;1723;4;12378;0.23480345270148062;0.46960690540296124;ANGPTL4 APOA2 LPL PLTP
WP4156;Biosynthesis and regeneration of tetrahydrobiopterin and catabolism of phenylalanine;WP_allPathways_request_2022_08_01.gmt;2;1723;1;12378;0.259030593143507;0.5050187343442715;GCH1
WP4947;Nitric oxide metabolism in cystic fibrosis;WP_allPathways_request_2022_08_01.gmt;13;1723;3;12378;0.26736285935873194;0.5050187343442715;DDAH1 PRMT1 PRMT2
WP4259;Disorders of folate metabolism and transport;WP_allPathways_request_2022_08_01.gmt;13;1723;3;12378;0.26736285935873194;0.5050187343442715;GART MTHFR TYMS
WP4688;Serine metabolism;WP_allPathways_request_2022_08_01.gmt;8;1723;2;12378;0.3085578505489545;0.5722345591998793;PSAT1 TYMS
WP5112;Familial hyperlipidemia type 5;WP_allPathways_request_2022_08_01.gmt;15;1723;3;12378;0.34847839100613154;0.6347284979040253;APOA2 LPL PLTP
WP4297;Thiamine metabolic pathways;WP_allPathways_request_2022_08_01.gmt;9;1723;2;12378;0.3628623159100751;0.6351628233327836;SLC25A19 TKT
WP5030;Ethylmalonic encephalopathy;WP_allPathways_request_2022_08_01.gmt;3;1723;1;12378;0.36218914905489313;0.6351628233327836;SUOX
WP5111;Familial hyperlipidemia type 4;WP_allPathways_request_2022_08_01.gmt;22;1723;4;12378;0.36739810369249254;0.6351628233327836;APOA2 FAS LPL PLTP
WP4523;Classical pathway of steroidogenesis with glucocorticoid and mineralocorticoid metabolism;WP_allPathways_request_2022_08_01.gmt;16;1723;3;12378;0.38885291559411395;0.650213071977043;CYP19A1 POR STAR
WP5109;Familial hyperlipidemia type 2;WP_allPathways_request_2022_08_01.gmt;16;1723;3;12378;0.38885291559411395;0.650213071977043;APOA2 LPL PLTP
WP4577;Neurodegeneration with brain iron accumulation (NBIA) subtypes pathway;WP_allPathways_request_2022_08_01.gmt;44;1723;7;12378;0.41498265439990945;0.6827133991740446;ATG5 ATG7 BECN1 CP FTL ULK1 WIPI1
WP4225;Pyrimidine metabolism and related diseases;WP_allPathways_request_2022_08_01.gmt;17;1723;3;12378;0.42857516955754854;0.6938836078550785;DHODH RRM2 TYMS
WP4524;Alternative pathway of fetal androgen synthesis;WP_allPathways_request_2022_08_01.gmt;11;1723;2;12378;0.4657590317247513;0.7114568704310614;POR STAR
WP4942;15q13.3 copy number variation syndrome;WP_allPathways_request_2022_08_01.gmt;32;1723;5;12378;0.4657007536766313;0.7114568704310614;CCL5 CREBBP FYN KAT2B KLF13
WP5189;Copper metabolism;WP_allPathways_request_2022_08_01.gmt;4;1723;1;12378;0.45099303562136767;0.7114568704310614;ATP7A
WP5200;Dravet syndrome;WP_allPathways_request_2022_08_01.gmt;18;1723;3;12378;0.467329512930207;0.7114568704310614;AKT1 NFKB1 SCN4B
WP5224;2q37 copy number variation syndrome;WP_allPathways_request_2022_08_01.gmt;168;1723;24;12378;0.4792305685339254;0.7188458528008882;ABCA1 ASCL1 CALCA CFLAR COPS8 CXCL12 CXCR4 CYTH1 EEF1A1 EGFR GABARAPL1 GMEB1 HES1 HJURP IL13RA1 IL1B JUN MAP1LC3B MEF2C NFKBIA SCLY TNF TP53 UBE2F
WP5202;Alstrom syndrome;WP_allPathways_request_2022_08_01.gmt;33;1723;5;12378;0.49400655385193565;0.7302705578680787;ALMS1 HSPB11 IFT172 MYO5B TFDP2
WP5175;Disorders in ketone body synthesis;WP_allPathways_request_2022_08_01.gmt;5;1723;1;12378;0.5274387281770969;0.7655982122277896;OXCT1
WP4971;Phosphoinositides metabolism;WP_allPathways_request_2022_08_01.gmt;49;1723;7;12378;0.5329164026291476;0.7655982122277896;INPP5D MTMR6 PIK3CB PIK3CD PIK3CG PIKFYVE PTEN
WP5176;Disorders of bile acid synthesis and biliary transport;WP_allPathways_request_2022_08_01.gmt;20;1723;3;12378;0.5409702543559037;0.766374527004197;CYP27A1 CYP7A1 SLC27A2
WP5173;Disorders of galactose metabolism ;WP_allPathways_request_2022_08_01.gmt;13;1723;2;12378;0.5581263761874513;0.7798478133030141;GYG1 PGM1
WP4157;GABA metabolism (aka GHB);WP_allPathways_request_2022_08_01.gmt;6;1723;1;12378;0.5932451672964411;0.8068134275231598;ALDH5A1
WP4518;Gamma-glutamyl cycle for the biosynthesis and degradation of glutathione, including diseases;WP_allPathways_request_2022_08_01.gmt;6;1723;1;12378;0.5932451672964411;0.8068134275231598;GGT1
WP4507;Molybdenum cofactor (Moco) biosynthesis;WP_allPathways_request_2022_08_01.gmt;7;1723;1;12378;0.6498923202945563;0.8498591880774968;SUOX
WP4804;Cholesterol biosynthesis with skeletal dysplasias;WP_allPathways_request_2022_08_01.gmt;7;1723;1;12378;0.6498923202945563;0.8498591880774968;DHCR7
WP4504;Cysteine and methionine catabolism;WP_allPathways_request_2022_08_01.gmt;15;1723;2;12378;0.6385133982265647;0.8498591880774968;CBS SUOX
WP4595;Urea cycle and associated pathways;WP_allPathways_request_2022_08_01.gmt;24;1723;3;12378;0.6688135630911498;0.8635314358898389;ASL ASS1 GLUD1
WP4950;16p11.2 distal deletion syndrome;WP_allPathways_request_2022_08_01.gmt;33;1723;4;12378;0.6931317343157471;0.8837429612525777;IFITM1 IL4 KDR PRMT1
WP5169;Hemesynthesis defects and porphyrias;WP_allPathways_request_2022_08_01.gmt;9;1723;1;12378;0.7406283963328673;0.9326431657524996;ALAS1
WP4905;1q21.1 copy number variation syndrome;WP_allPathways_request_2022_08_01.gmt;36;1723;4;12378;0.7578693535229956;0.942715537309092;CTNNB1 F11R GJA1 OCLN
WP5104;Acquired partial lipodystrophy / Barraquer-Simons syndrome;WP_allPathways_request_2022_08_01.gmt;10;1723;1;12378;0.7767588250770234;0.9545710862392336;LMNB1
WP5166;Glyoxylate metabolism;WP_allPathways_request_2022_08_01.gmt;11;1723;1;12378;0.8078588043983717;0.9694305652780459;LDHA
WP4292;Methionine metabolism leading to sulfur amino acids and related disorders;WP_allPathways_request_2022_08_01.gmt;11;1723;1;12378;0.8078588043983717;0.9694305652780459;CBS
WP4656;Joubert syndrome;WP_allPathways_request_2022_08_01.gmt;76;1723;6;12378;0.9631072573749062;1.0;ANKS6 ARMC9 PARP1 RAB8A SHH TMEM237
WP5221;2q11.2 copy number variation syndrome;WP_allPathways_request_2022_08_01.gmt;65;1723;5;12378;0.9584901500192642;1.0;CIAO1 ERBB2 IL6 MAPK1 MAPK3
WP4153;Degradation pathway of sphingolipids, including diseases;WP_allPathways_request_2022_08_01.gmt;10;1723;0;12378;1.0;1.0;
WP4803;Ciliopathies;WP_allPathways_request_2022_08_01.gmt;184;1723;10;12378;0.9999434729669805;1.0;ALMS1 ANKS6 CEP78 CNGA1 IFT172 IFT57 KIZ PLK4 TMEM237 USP9X
WP3569;Fanconi Anemia Pathway;WP_allPathways_request_2022_08_01.gmt;39;1723;1;12378;0.9971358062120812;1.0;USP1
WP5037;Riboflavin and CoQ disorders;WP_allPathways_request_2022_08_01.gmt;14;1723;0;12378;1.0;1.0;
WP4521;Glycosylation and related congenital defects;WP_allPathways_request_2022_08_01.gmt;25;1723;0;12378;1.0;1.0;
WP5031;Biotin metabolism, including IMDs;WP_allPathways_request_2022_08_01.gmt;9;1723;0;12378;1.0;1.0;
WP4228;Vitamin B6-dependent and responsive disorders;WP_allPathways_request_2022_08_01.gmt;4;1723;0;12378;1.0;1.0;
WP4236;Krebs cycle disorders;WP_allPathways_request_2022_08_01.gmt;7;1723;0;12378;1.0;1.0;
WP4519;Cerebral organic acidurias, including diseases;WP_allPathways_request_2022_08_01.gmt;8;1723;0;12378;1.0;1.0;
WP4940;15q11.2 copy number variation syndrome;WP_allPathways_request_2022_08_01.gmt;10;1723;0;12378;1.0;1.0;
WP4271;Vitamin B12 disorders;WP_allPathways_request_2022_08_01.gmt;13;1723;0;12378;1.0;1.0;
WP4299;Lamin A-processing pathway;WP_allPathways_request_2022_08_01.gmt;3;1723;0;12378;1.0;1.0;
WP4506;Tyrosine metabolism;WP_allPathways_request_2022_08_01.gmt;4;1723;0;12378;1.0;1.0;
WP5223;2q21.1 copy number variation syndrome;WP_allPathways_request_2022_08_01.gmt;42;1723;1;12378;0.9981759863162492;1.0;APC
WP4686;Leucine, isoleucine and valine metabolism;WP_allPathways_request_2022_08_01.gmt;24;1723;2;12378;0.866537867917782;1.0;BCAT1 BCAT2
