GeneSymbol	ActiveModule	ActiveGene	overlapSignificant
PTPRT	5	False	True
PTPRU	5	False	True
PTPRH	5	False	True
DUSP21	5	False	True
PIN4	5	False	True
HSPG2	5	False	True
FGFBP1	5	True	True
AP3B2	5	False	True
PLCH1	5	False	True
CDC25C	5	False	True
ACYP1	5	False	True
ARMT1	5	False	True
MUC4	5	True	True
IRF2BP2	5	False	True
FGF9	5	True	True
MUCL1	5	False	True
CBR1	5	False	True
INSR	5	False	True
ZNF532	5	False	True
MST1R	5	False	True
C16orf74	5	False	True
FGF8	5	False	True
COL9A3	5	False	True
EPHA5	5	False	True
SYNM	5	False	True
TMEM134	5	False	True
PPP3CB	5	True	True
PTK7	5	False	True
PRRG4	5	False	True
PTPN20	5	False	True
PRDX5	5	False	True
PTPN18	5	False	True
PTPRR	5	False	True
BMX	5	False	True
CLCN6	5	False	True
RPRML	5	False	True
ANKS1B	5	False	True
EGF	5	False	True
LPCAT4	5	False	True
CABIN1	5	False	True
TRIR	5	False	True
SH2D3A	5	False	True
CSK	5	False	True
PTPDC1	5	False	True
SLC7A4	5	False	True
PPM1M	5	False	True
AKAP12	5	True	True
EPGN	5	False	True
FLT4	5	False	True
ODF2L	5	False	True
SH3BGRL	5	False	True
FGF7	5	False	True
CISH	5	False	True
FGF23	5	False	True
SH2D5	5	False	True
EREG	5	False	True
CUX1	6	False	False
RB1	6	True	False
IGFBP3	6	True	False
BUB1	6	False	False
LEF1	6	True	False
NRAS	6	False	False
FBP2	6	True	False
MLH1	6	False	False
MUC2	6	True	False
FBP1	6	True	False
ODC1	6	True	False
STX17	6	False	False
RUNX2	7	False	False
JUN	7	True	False
FOSL1	7	True	False
USF1	7	False	False
SOX9	7	True	False
MAF	7	False	False
HOXA5	7	True	False
GTF2A1L	7	False	False
SLC4A8	7	False	False
ZSWIM9	7	False	False
JUNB	7	True	False
AKAP5	7	False	False
FOS	7	True	False
CENPO	7	False	False
MYB	7	True	False
CEBPB	7	False	False
AMY2B	7	False	False
FCER2	7	True	False
ATF7	7	False	False
NAB1	7	False	False
EGR1	7	True	False
ZMYND11	7	False	False
ETS2	7	False	False
FOSB	7	False	False
NFATC2	7	False	False
MAZ	7	False	False
NPIPA1	7	False	False
ZNF595	7	False	False
CEBPE	7	True	False
ATF2	7	False	False
CEBPA	7	False	False
SRA1	7	False	False
CPB1	8	False	False
APP	8	True	False
APH1B	8	False	False
PPP2R2A	8	False	False
COL4A6	8	False	False
MSRB1	8	False	False
APBB1	8	False	False
GRK2	8	False	False
PLD2	8	False	False
ACAN	8	True	False
PHF10	8	False	False
SCARB1	8	False	False
SST	8	False	False
ADCYAP1R1	8	True	False
CLU	8	False	False
TM2D1	8	False	False
CASP1	8	True	False
NTN1	8	False	False
TGFB2	8	True	False
UNG	8	False	False
WDR13	8	False	False
NTRK3	8	True	False
CNTN2	8	False	False
CRAMP1	8	False	False
CNTFR	8	True	False
RPS6KB1	8	False	False
VPS35	8	False	False
IL6R	8	True	False
SORL1	8	False	False
CRLF1	8	False	False
CLCF1	8	False	False
GPR137B	8	False	False
SALL2	8	False	False
NGFR	8	True	False
CHRNA4	8	False	False
ACTR3	8	False	False
PPP2R2B	8	False	False
LRP1B	8	False	False
PLPP1	8	False	False
CD36	8	False	False
CALHM1	8	False	False
PITRM1	8	False	False
KCTD16	8	False	False
ADCYAP1	8	True	False
EPPIN	8	False	False
LTF	8	True	False
MT-ND3	8	False	False
IL6	8	True	False
SORT1	8	False	False
NGF	8	False	False
BLMH	8	False	False
CNTF	8	False	False
CDX1	9	True	False
DDX42	9	False	False
MMP1	9	True	False
TIMP1	9	True	False
TIMP4	9	False	False
MMP3	9	True	False
MMP9	9	True	False
RECQL5	9	False	False
KRT8	10	True	False
PKP2	10	False	False
FOLR1	10	True	False
IRAK3	10	False	False
CCNB3	10	False	False
KRT18	10	True	False
ZNF804B	10	False	False
NLN	10	False	False
DSC2	10	True	False
PKP3	10	False	False
ABCB1	10	True	False
MAPKAP1	10	False	False
DSC3	10	True	False
PKP4	10	False	False
ZNF484	10	False	False
GDPD4	10	False	False
DCDC1	10	False	False
KIAA2026	10	False	False
MEIKIN	10	False	False
DSG3	10	True	False
CDH2	10	True	False
CCDC96	10	False	False
MTRF1	10	False	False
PEX5L	10	False	False
F11	10	False	False
ZNF708	10	False	False
MYH1	10	False	False
CD4	10	False	False
CCDC42	10	False	False
ZNF704	10	False	False
ITGAX	11	False	False
ITGB2	11	True	False
TLN2	11	False	False
ITGAL	11	True	False
PTPRC	11	False	False
SHARPIN	11	False	False
ITGB7	11	True	False
FLNA	11	False	False
GON4L	11	False	False
ITGB5	11	True	False
STAB2	11	False	False
ICAM1	11	True	False
CX3CL1	11	False	False
ITGB3	11	True	False
FGG	11	False	False
PTH	12	True	False
PTH1R	12	True	False
PTHLH	12	True	False
NHERF1	12	False	False
CRABP1	12	True	False
BMP2	13	True	True
FSTL1	13	False	True
NOG	13	False	True
GDF5	13	True	True
WFIKKN1	13	False	True
BMP4	13	True	True
RGMB	13	False	True
CCL2	13	True	True
TNFAIP6	13	False	True
TGFBR1	13	True	True
BMPR2	13	False	True
RGMA	13	False	True
C12orf60	13	False	True
INHBA	13	True	True
FST	13	False	True
NEO1	13	False	True
ACVR1	13	False	True
WFIKKN2	13	False	True
HJV	13	False	True
BMPR1B	13	False	True
FKBP1B	13	False	True
CXCL8	13	True	True
CXCR1	13	False	True
FNTA	13	False	True
KIR2DL2	14	False	False
KPNA2	14	True	False
AFF3	14	False	False
TFRC	14	True	False
ADCY5	14	False	False
IL1B	14	True	False
IL1R1	14	False	False
INS	14	True	False
B2M	14	False	False
ZNF788P	14	False	False
POTEA	14	False	False
IL1RAP	14	False	False
IL1A	14	True	False
KPNA6	14	False	False
SLC2A2	14	True	False
HFE	14	False	False
RECQL	14	False	False
IL1R2	14	False	False
PLAG1	14	False	False
ETV2	14	False	False
C1orf159	14	False	False
RNMT	14	False	False
CRTAP	15	False	False
COL1A1	15	True	False
GOLIM4	15	False	False
FBLN5	15	False	False
TFAP2C	15	True	False
APOL4	15	False	False
EYA2	15	False	False
FLVCR1	15	False	False
CFH	15	True	False
TFAP2A	15	True	False
SERHL	15	False	False
FKBP9	15	False	False
P3H1	15	False	False
GPR22	15	False	False
COL4A1	15	True	False
PDGFB	15	False	False
IFI27L2	15	False	False
TNXB	15	False	False
COCH	15	False	False
ZFAND4	15	False	False
CCDC80	15	False	False
UXT	15	False	False
CCNG1	15	False	False
COL1A2	15	True	False
FCGBP	15	False	False
FABP4	15	False	False
COL4A2	15	True	False
ARMS2	15	False	False
CNPY2	15	False	False
TMPRSS5	15	False	False
LOXL1	15	False	False
COL15A1	15	False	False
TNXA	15	False	False
COLGALT1	15	False	False
FKBP10	15	False	False
DNAJC19	15	False	False
LOX	15	False	False
COL3A1	15	True	False
LAMA5	15	False	False
PLA2G4B	15	False	False
POTEF	15	False	False
PAPLN	15	False	False
PLOD2	15	False	False
CCN5	15	False	False
DPP7	15	False	False
IL2	16	True	False
IL2RA	16	True	False
PASK	16	False	False
IL2RB	16	True	False
MFSD10	17	False	False
TGFBR2	17	True	False
IDH1	17	False	False
PECAM1	17	True	False
FURIN	17	False	False
SERPINH1	17	True	False
SLC44A5	17	False	False
KEL	17	False	False
STT3A	17	False	False
DNASE1L1	17	False	False
PIGV	17	False	False
ACADVL	17	False	False
CDH1	17	True	False
INO80C	17	False	False
SIGMAR1	17	False	False
H1-10-AS1	17	False	False
SNRNP35	17	False	False
ITGB6	17	False	False
ITGAV	17	True	False
RAPSN	17	False	False
PRKACA	17	False	False
WDR44	17	False	False
SGCA	17	False	False
RPL37A	17	False	False
ANGPTL3	17	False	False
MRPL49	17	False	False
FAM104A	17	False	False
PCSK7	17	False	False
TGFB3	17	True	False
AK2	17	False	False
CTNND1	17	False	False
PLPP3	17	False	False
SCUBE3	17	False	False
SNX20	17	False	False
BANK1	17	False	False
LGALS1	17	True	False
CALR	17	False	False
MYNN	17	False	False
FCGR3A	18	False	False
CD38	18	True	False
S100A7	18	True	False
CLVS2	18	False	False
ETS1	18	True	False
MAPK1	18	True	False
ZNHIT6	18	False	False
S100A16	18	False	False
TP53	18	True	False
ACAD8	18	False	False
PRKACG	18	False	False
CETP	18	True	False
WDR17	18	False	False
CUL7	18	False	False
TCEAL3	18	False	False
DUSP5	18	False	False
S100A12	18	False	False
S100A7L2	18	False	False
CUL9	18	False	False
PPME1	18	False	False
FCAMR	18	False	False
STARD10	18	False	False
LAS1L	18	False	False
RPS6KA2	18	False	False
MYH9	18	False	False
SLC8A1	18	False	False
S100A5	18	False	False
PRPF38B	19	False	True
CTNNB1	19	True	True
BCL9	19	False	True
NOMO2	19	False	True
STAT1	19	True	True
BLTP1	19	False	True
CTSL	19	True	True
RELB	19	False	True
BTN3A3	19	False	True
HADH	19	False	True
ADH1A	19	True	True
IFNGR1	19	False	True
IFNG	19	True	True
MT-ND4L	19	False	True
TCF7L1	19	False	True
ERMN	19	False	True
OTUD4	19	False	True
NFKB1	19	False	True
HP	20	False	False
APOA1	20	True	False
SAA2	20	False	False
JAK3	20	False	False
LPA	20	True	False
APOH	20	False	False
PDE1A	20	False	False
ADAMTS4	20	True	False
RBBP6	20	False	False
RBP4	20	True	False
CLEC4G	20	False	False
PSMB2	21	False	False
GPX2	21	True	False
HOXB8	21	False	False
MEIS1	21	True	False
HOXB4	21	True	False
HOXA11	21	False	False
HOXA2	21	False	False
