source	target	link	AMI_number
CDKN1A	RRM2B	interacts with	1
ORC4	MCM4	interacts with	1
ORC4	ORC6	interacts with	1
ORC4	MCM2	interacts with	1
ORC4	ORC5	interacts with	1
ORC4	MCM7	interacts with	1
ORC4	RRM2B	interacts with	1
CDK2	MRE11	interacts with	1
CDK2	CCNA1	interacts with	1
CDK2	CCNE2	interacts with	1
MCM4	ORC5	interacts with	1
MCM4	CCNA1	interacts with	1
MCM4	MCM7	interacts with	1
MCM4	RPA1	interacts with	1
MCM4	ORC6	interacts with	1
MCM4	MCM2	interacts with	1
MRE11	RPA1	interacts with	1
MCM2	ORC6	interacts with	1
MCM2	MCM7	interacts with	1
MCM2	ORC5	interacts with	1
MCM2	MCM5	interacts with	1
MCM2	RPA1	interacts with	1
RPA1	ORC6	interacts with	1
RPA1	MCM7	interacts with	1
ORC5	MCM5	interacts with	1
ORC5	MCM7	interacts with	1
ORC5	ORC6	interacts with	1
MCM5	ORC6	interacts with	1
MCM5	MCM7	interacts with	1
INTS6	MCM7	interacts with	1
RIDA	SERPINA5	interacts with	1
ORC6	MCM7	interacts with	1
NAB1	EGR1	interacts with	2
ATF5	CEBPA	interacts with	2
ATF5	CEBPE	interacts with	2
ATF5	GABBR2	interacts with	2
ATF5	CEBPG	interacts with	2
ATF5	BATF	interacts with	2
JDP2	DDIT3	interacts with	2
JDP2	ATF4	interacts with	2
ETV4	EPAS1	interacts with	2
ETV4	JUN	interacts with	2
ETV4	NFE2L2	interacts with	2
BATF2	DBP	interacts with	2
BATF2	MAFF	interacts with	2
BATF2	CEBPE	interacts with	2
BATF2	CEBPG	interacts with	2
BATF2	CEBPA	interacts with	2
BATF2	ATF4	interacts with	2
BATF2	JUNB	interacts with	2
BATF2	JUN	interacts with	2
BATF2	EPAS1	interacts with	2
ATF4	CEBPD	interacts with	2
ATF4	CEBPA	interacts with	2
ATF4	CEBPB	interacts with	2
ATF4	GABBR2	interacts with	2
ATF4	MAFB	interacts with	2
ATF4	NFE2	interacts with	2
ATF4	BATF3	interacts with	2
ATF4	JUNB	interacts with	2
ATF4	ATF2	interacts with	2
ATF4	SRA1	interacts with	2
ATF4	CEBPE	interacts with	2
ATF4	GTF2A1L	interacts with	2
ATF4	NFE2L3	interacts with	2
ATF4	NFE2L1	interacts with	2
ATF4	MAF	interacts with	2
ATF4	BATF	interacts with	2
ATF4	JUN	interacts with	2
ATF4	FOSL1	interacts with	2
ATF4	ATF3	interacts with	2
ATF4	FOS	interacts with	2
ATF4	CREBZF	interacts with	2
ATF4	EGLN3	interacts with	2
ATF4	DDIT3	interacts with	2
ATF4	CEBPG	interacts with	2
ATF4	NFE2L2	interacts with	2
ATF3	DBP	interacts with	2
ATF3	MAFF	interacts with	2
ATF3	CEBPA	interacts with	2
ATF3	FOS	interacts with	2
ATF3	FOSL1	interacts with	2
ATF3	SRA1	interacts with	2
ATF3	CEBPE	interacts with	2
ATF3	NFE2L2	interacts with	2
ATF3	FOSL2	interacts with	2
ATF3	BATF3	interacts with	2
ATF3	JUND	interacts with	2
ATF3	JUNB	interacts with	2
ATF3	ATF7	interacts with	2
ATF3	CEBPG	interacts with	2
ATF3	JUN	interacts with	2
ATF3	DDIT3	interacts with	2
ATF3	CEBPB	interacts with	2
ATF3	MAFB	interacts with	2
ATF3	MAFG	interacts with	2
ATF3	BATF	interacts with	2
ATF3	ATF2	interacts with	2
FOS	NPIPA1	interacts with	2
FOS	MAFF	interacts with	2
FOS	NFATC2	interacts with	2
FOS	BACH1	interacts with	2
FOS	CEBPE	interacts with	2
FOS	RUNX2	interacts with	2
FOS	JUND	interacts with	2
FOS	MAFB	interacts with	2
FOS	CENPO	interacts with	2
FOS	MAZ	interacts with	2
FOS	CEBPA	interacts with	2
FOS	SRA1	interacts with	2
FOS	CEBPG	interacts with	2
FOS	AMY2B	interacts with	2
FOS	ZMYM6	interacts with	2
FOS	NFE2L1	interacts with	2
FOS	ATF7	interacts with	2
FOS	MAF	interacts with	2
FOS	DDIT3	interacts with	2
FOS	JUN	interacts with	2
FOS	JUNB	interacts with	2
FOS	ATF2	interacts with	2
FOS	AKAP5	interacts with	2
FOS	USF1	interacts with	2
MAZ	JUN	interacts with	2
MYB	HLF	interacts with	2
MYB	ZMYND11	interacts with	2
MYB	CEBPB	interacts with	2
MYB	MAF	interacts with	2
BACH2	NFE2L3	interacts with	2
BACH2	NFE2L1	interacts with	2
BACH2	FOSL2	interacts with	2
BACH2	MAFF	interacts with	2
BACH2	MAFK	interacts with	2
BACH2	MAFG	interacts with	2
BACH2	BATF3	interacts with	2
BACH2	ZBTB24	interacts with	2
SIX6	GTF2A1L	interacts with	2
GABBR2	DDIT3	interacts with	2
SRA1	CEBPA	interacts with	2
SRA1	ETS2	interacts with	2
SRA1	EGR1	interacts with	2
SRA1	FOSB	interacts with	2
SRA1	FOSL2	interacts with	2
SRA1	ATF2	interacts with	2
NFE2	NFE2L3	interacts with	2
NFE2	NFE2L1	interacts with	2
NFE2	MAFG	interacts with	2
NFE2	ATF7	interacts with	2
NFE2	CREBZF	interacts with	2
NFE2	NFE2L2	interacts with	2
ZSWIM9	JUNB	interacts with	2
NFE2L2	EIF2AK3	interacts with	2
NFE2L2	CFAP299	interacts with	2
NFE2L2	NFE2L3	interacts with	2
NFE2L2	ETS2	interacts with	2
NFE2L2	CEBPG	interacts with	2
NFE2L2	TEF	interacts with	2
NFE2L2	JUN	interacts with	2
NFE2L2	ELF1	interacts with	2
NFE2L2	FOSB	interacts with	2
NFE2L2	FOSL2	interacts with	2
NFE2L2	ZBTB24	interacts with	2
NFE2L2	CREBZF	interacts with	2
NFE2L2	SPIC	interacts with	2
NFE2L2	MAFF	interacts with	2
NFE2L2	MAFK	interacts with	2
NFE2L2	MAFG	interacts with	2
RUNX2	SOX9	interacts with	2
RUNX2	JUN	interacts with	2
ZNF595	JUNB	interacts with	2
MAFB	FOSL1	interacts with	2
MAFB	ZDHHC2	interacts with	2
MAFB	NFE2L1	interacts with	2
MAFB	MAF	interacts with	2
MAFB	FOSL2	interacts with	2
MAFB	BACH1	interacts with	2
MAFF	NFE2L3	interacts with	2
MAFF	NFIL3	interacts with	2
MAFF	BATF3	interacts with	2
MAFF	BACH1	interacts with	2
MAFF	NFE2L1	interacts with	2
MAFF	OVOL1	interacts with	2
MAFF	MAFG	interacts with	2
MAFF	GTF2A1L	interacts with	2
CEBPA	CEBPD	interacts with	2
CEBPA	DBP	interacts with	2
CEBPA	FOSL1	interacts with	2
CEBPA	TRIB1	interacts with	2
CEBPA	BATF	interacts with	2
CEBPA	CEBPG	interacts with	2
CEBPA	CEBPB	interacts with	2
CEBPA	CEBPE	interacts with	2
CEBPA	BATF3	interacts with	2
CEBPA	ATF2	interacts with	2
USF1	FOSL1	interacts with	2
NFE2L3	NFE2L1	interacts with	2
NFE2L3	MAFK	interacts with	2
NFE2L3	MAFG	interacts with	2
NFATC2	JUN	interacts with	2
ATF2	BACH1	interacts with	2
ATF2	JUND	interacts with	2
ATF2	CEBPG	interacts with	2
ATF2	BATF3	interacts with	2
ATF2	ATF7	interacts with	2
ATF2	BATF	interacts with	2
ATF2	FOSL2	interacts with	2
ATF2	FOSL1	interacts with	2
ATF2	JUNB	interacts with	2
ATF2	JUN	interacts with	2
ATF2	FOSB	interacts with	2
ZMYND11	ETS2	interacts with	2
SLC4A8	JUN	interacts with	2
MAF	SOX9	interacts with	2
MAF	FOSL1	interacts with	2
MAF	BACH1	interacts with	2
CEBPD	BATF	interacts with	2
CEBPD	BATF3	interacts with	2
CEBPD	CEBPG	interacts with	2
CEBPD	CEBPB	interacts with	2
AKAP5	JUN	interacts with	2
MAFG	BACH1	interacts with	2
MAFG	NFE2L1	interacts with	2
MAFG	NFIL3	interacts with	2
MAFG	BATF3	interacts with	2
MAFG	GTF2A1L	interacts with	2
CENPO	FOSB	interacts with	2
TXNDC2	DDIT3	interacts with	2
CREBZF	NFE2L1	interacts with	2
NFE2L1	ATF7	interacts with	2
NFE2L1	BATF	interacts with	2
BACH1	BATF	interacts with	2
BACH1	ATF7	interacts with	2
FOSB	JUN	interacts with	2
FOSB	JUNB	interacts with	2
ATF7	JUND	interacts with	2
ATF7	CEBPG	interacts with	2
ATF7	JUN	interacts with	2
ATF7	JUNB	interacts with	2
ATF7	FOSL2	interacts with	2
EPAS1	DBP	interacts with	2
EPAS1	JUN	interacts with	2
EPAS1	BATF	interacts with	2
EPAS1	BATF3	interacts with	2
EPAS1	EGLN3	interacts with	2
EGR1	CEBPB	interacts with	2
JUNB	BATF3	interacts with	2
JUNB	FOSL1	interacts with	2
JUNB	BATF	interacts with	2
JUNB	FOSL2	interacts with	2
BATF3	CEBPB	interacts with	2
BATF3	CEBPG	interacts with	2
BATF3	CEBPE	interacts with	2
BATF3	DBP	interacts with	2
BATF3	BATF	interacts with	2
BATF3	JUND	interacts with	2
BATF3	HLF	interacts with	2
BATF3	JUN	interacts with	2
BATF3	FOSL1	interacts with	2
BATF3	DDIT3	interacts with	2
COP1	JUND	interacts with	2
COP1	TRIB1	interacts with	2
MLLT6	CEBPE	interacts with	2
MLLT6	CEBPG	interacts with	2
TPH1	ZMYM6	interacts with	2
TEDC1	DDIT3	interacts with	2
JUN	CEBPE	interacts with	2
JUN	ETS2	interacts with	2
JUN	CEBPG	interacts with	2
JUN	DDIT3	interacts with	2
JUN	BATF	interacts with	2
JUN	FOSL2	interacts with	2
JUN	FOSL1	interacts with	2
CEBPB	BATF	interacts with	2
CEBPB	CEBPG	interacts with	2
CEBPB	TRIB1	interacts with	2
ZBTB24	ZMYM6	interacts with	2
FOSL1	CEBPE	interacts with	2
FOSL1	CEBPG	interacts with	2
JUND	DDIT3	interacts with	2
JUND	BATF	interacts with	2
JUND	FOSL2	interacts with	2
BATF	CEBPG	interacts with	2
BATF	NFIL3	interacts with	2
BATF	CEBPE	interacts with	2
BATF	DBP	interacts with	2
BATF	HLF	interacts with	2
BATF	DDIT3	interacts with	2
CEBPG	DBP	interacts with	2
CEBPG	CEBPE	interacts with	2
CEBPG	POLR2M	interacts with	2
CEBPG	DDIT3	interacts with	2
GTF2A1L	CEBPE	interacts with	2
CEBPE	DDIT3	interacts with	2
FOSL2	DDIT3	interacts with	2
HLF	DBP	interacts with	2
DDIT3	DBP	interacts with	2
PDGFRB	PDGFC	interacts with	3
PDGFRB	RAF1	interacts with	3
PDGFRB	PTEN	interacts with	3
PDGFRB	PDGFA	interacts with	3
PDGFRB	PDGFRA	interacts with	3
MAP3K4	GADD45B	interacts with	3
MAP3K4	MAP2K6	interacts with	3
MAP3K4	MAP2K3	interacts with	3
MYC	KDELR2	interacts with	3
MYC	SOX4	interacts with	3
MYC	GRM1	interacts with	3
MYC	TRIM6	interacts with	3
MYC	PTEN	interacts with	3
MYC	GLIS1	interacts with	3
MYC	CBLC	interacts with	3
MYC	NFIC	interacts with	3
MYC	PDGFRA	interacts with	3
MYC	MAP2K5	interacts with	3
MYC	MAPK14	interacts with	3
MYC	SOX3	interacts with	3
MYC	NF2	interacts with	3
MYC	NSD3	interacts with	3
MYC	ARAF	interacts with	3
MYC	RASSF1	interacts with	3
MYC	GLIS2	interacts with	3
MYC	HGF	interacts with	3
MYC	DACH1	interacts with	3
MYC	CDK4	interacts with	3
MYC	EPHA2	interacts with	3
MYC	CDKN2C	interacts with	3
MYC	TERT	interacts with	3
MYC	TEAD2	interacts with	3
MYC	STK11	interacts with	3
MYC	LATS2	interacts with	3
MYC	FGFR4	interacts with	3
MYC	CDKN2B	interacts with	3
MYC	CCNE1	interacts with	3
MYC	ARNT	interacts with	3
MYC	AKT1	interacts with	3
MYC	TSC1	interacts with	3
MYC	MAP2K3	interacts with	3
MYC	HIF1A	interacts with	3
MYC	KAT2A	interacts with	3
MYC	CDK6	interacts with	3
MYC	FZR1	interacts with	3
MYC	RAF1	interacts with	3
PDGFRA	KDELR2	interacts with	3
PDGFRA	GRM1	interacts with	3
PDGFRA	FZR1	interacts with	3
PDGFRA	TTYH2	interacts with	3
PDGFRA	TERT	interacts with	3
PDGFRA	STK11	interacts with	3
PDGFRA	CDKN2C	interacts with	3
PDGFRA	CDK6	interacts with	3
PDGFRA	CD44	interacts with	3
PDGFRA	CCND2	interacts with	3
PDGFRA	ARNT	interacts with	3
PDGFRA	NF2	interacts with	3
PDGFRA	MAP2K3	interacts with	3
PDGFRA	LATS2	interacts with	3
PDGFRA	FGFR4	interacts with	3
PDGFRA	EPHA2	interacts with	3
PDGFRA	CDKN2B	interacts with	3
PDGFRA	CDK4	interacts with	3
PDGFRA	AKT1	interacts with	3
PDGFRA	PDGFC	interacts with	3
PDGFRA	PDGFA	interacts with	3
PDGFRA	RAF1	interacts with	3
PDGFRA	BECN1	interacts with	3
PDGFRA	MAP2K5	interacts with	3
PDGFRA	HGF	interacts with	3
KDELR2	MAP2K3	interacts with	3
KDELR2	CDKN2B	interacts with	3
KDELR2	CDK6	interacts with	3
KDELR2	CDK4	interacts with	3
KDELR2	AKT1	interacts with	3
KDELR2	STK11	interacts with	3
KDELR2	NF2	interacts with	3
KDELR2	LATS2	interacts with	3
KDELR2	KAT2A	interacts with	3
KDELR2	GRM1	interacts with	3
KDELR2	FGFR4	interacts with	3
KDELR2	EPHA2	interacts with	3
KDELR2	CD44	interacts with	3
KDELR2	CCND2	interacts with	3
KDELR2	BECN1	interacts with	3
KDELR2	TTYH2	interacts with	3
KDELR2	RASSF1	interacts with	3
GADD45B	MAP2K6	interacts with	3
MAP2K5	TSC1	interacts with	3
MAP2K5	TERT	interacts with	3
MAP2K5	MDM4	interacts with	3
MAP2K5	HIF1A	interacts with	3
MAP2K5	FZR1	interacts with	3
MAP2K5	CDKN2C	interacts with	3
MAP2K5	BECN1	interacts with	3
MAP2K5	ARNT	interacts with	3
MAP2K5	TEAD2	interacts with	3
MAP2K5	STK11	interacts with	3
MAP2K5	RAF1	interacts with	3
MAP2K5	NF2	interacts with	3
MAP2K5	MAP2K3	interacts with	3
MAP2K5	LATS2	interacts with	3
MAP2K5	HGF	interacts with	3
MAP2K5	GRM1	interacts with	3
MAP2K5	GLIS2	interacts with	3
MAP2K5	FGFR4	interacts with	3
MAP2K5	EPHA2	interacts with	3
MAP2K5	CDKN2B	interacts with	3
MAP2K5	CDK6	interacts with	3
MAP2K5	CDK4	interacts with	3
MAP2K5	CD44	interacts with	3
MAP2K5	CCND2	interacts with	3
MAP2K5	AKT1	interacts with	3
MAP2K5	MAP2K6	interacts with	3
MAP2K5	ARAF	interacts with	3
TEAD2	MAP3K5	interacts with	3
TEAD2	TERT	interacts with	3
TEAD2	FZR1	interacts with	3
TEAD2	ARNT	interacts with	3
TEAD2	GLIS1	interacts with	3
TEAD2	NFIC	interacts with	3
TEAD2	RAF1	interacts with	3
TEAD2	BECN1	interacts with	3
TEAD2	CCND2	interacts with	3
TEAD2	CDK6	interacts with	3
TEAD2	SOX3	interacts with	3
TEAD2	HIF1A	interacts with	3
TEAD2	NSD3	interacts with	3
TEAD2	RASSF1	interacts with	3
TEAD2	GLIS2	interacts with	3
TEAD2	HGF	interacts with	3
TEAD2	STK11	interacts with	3
TEAD2	MAP2K3	interacts with	3
TEAD2	LATS2	interacts with	3
TEAD2	FGFR4	interacts with	3
TEAD2	CDKN2B	interacts with	3
TEAD2	AKT1	interacts with	3
TEAD2	EPHA2	interacts with	3
TEAD2	RUNX1	interacts with	3
TEAD2	DACH1	interacts with	3
TEAD2	CDK4	interacts with	3
CBLC	TERT	interacts with	3
CBLC	RAF1	interacts with	3
CBLC	MDM4	interacts with	3
CBLC	MAP2K3	interacts with	3
CBLC	LATS2	interacts with	3
CBLC	FGFR4	interacts with	3
CBLC	CDKN2B	interacts with	3
CBLC	CDK6	interacts with	3
CBLC	AKT1	interacts with	3
CBLC	STK11	interacts with	3
CBLC	NF2	interacts with	3
CBLC	EPHA2	interacts with	3
CBLC	CCND2	interacts with	3
CBLC	NFIC	interacts with	3
CBLC	NSD3	interacts with	3
CBLC	GLIS2	interacts with	3
PI4K2B	AKT1	interacts with	3
EPHA2	ABCB5	interacts with	3
EPHA2	FGFR4	interacts with	3
EPHA2	LATS2	interacts with	3
EPHA2	MAP2K3	interacts with	3
EPHA2	CDKN2B	interacts with	3
EPHA2	AKT1	interacts with	3
EPHA2	GRM1	interacts with	3
EPHA2	CD44	interacts with	3
EPHA2	FZR1	interacts with	3
EPHA2	NF1	interacts with	3
EPHA2	ARNT	interacts with	3
EPHA2	PTEN	interacts with	3
EPHA2	NFIC	interacts with	3
EPHA2	RAF1	interacts with	3
EPHA2	BECN1	interacts with	3
EPHA2	MAPK14	interacts with	3
EPHA2	CCND2	interacts with	3
EPHA2	CDK6	interacts with	3
EPHA2	NF2	interacts with	3
EPHA2	MDM4	interacts with	3
EPHA2	HIF1A	interacts with	3
EPHA2	MAP2K6	interacts with	3
EPHA2	CDKN2C	interacts with	3
EPHA2	ARAF	interacts with	3
EPHA2	RASSF1	interacts with	3
EPHA2	STK11	interacts with	3
EPHA2	GLIS2	interacts with	3
EPHA2	HGF	interacts with	3
EPHA2	CDK4	interacts with	3
CDK6	GRM1	interacts with	3
CDK6	FZR1	interacts with	3
CDK6	MAP2K3	interacts with	3
CDK6	KAT2A	interacts with	3
CDK6	ARNT	interacts with	3
CDK6	TNFRSF1A	interacts with	3
CDK6	GLIS1	interacts with	3
CDK6	RAF1	interacts with	3
CDK6	BECN1	interacts with	3
CDK6	MAPK14	interacts with	3
CDK6	TSC1	interacts with	3
CDK6	TERT	interacts with	3
CDK6	MAP3K5	interacts with	3
CDK6	STK11	interacts with	3
CDK6	LATS2	interacts with	3
CDK6	FGFR4	interacts with	3
CDK6	CD44	interacts with	3
CDK6	AKT1	interacts with	3
CDK6	CCND2	interacts with	3
CDK6	RUNX1	interacts with	3
CDK6	CDKN2B	interacts with	3
CDK6	CDKN2C	interacts with	3
CDK6	CCNI	interacts with	3
CDK6	CCNE1	interacts with	3
CDK6	NF2	interacts with	3
CDK6	HIF1A	interacts with	3
CDK6	ARAF	interacts with	3
CDK6	RASSF1	interacts with	3
CDK6	GLIS2	interacts with	3
CDK6	HGF	interacts with	3
CDK6	CDK4	interacts with	3
MAPK14	MAP2K3	interacts with	3
MAPK14	NFIC	interacts with	3
MAPK14	STK11	interacts with	3
MAPK14	NF2	interacts with	3
MAPK14	LATS2	interacts with	3
MAPK14	KAT2A	interacts with	3
MAPK14	FGFR4	interacts with	3
MAPK14	CDK4	interacts with	3
MAPK14	CCND2	interacts with	3
MAPK14	ARNT	interacts with	3
MAPK14	TMEM63B	interacts with	3
MAPK14	UGT2B10	interacts with	3
MAPK14	MAP2K6	interacts with	3
MAPK14	AKT1	interacts with	3
MAPK14	TSC1	interacts with	3
MAPK14	DUSP9	interacts with	3
TERT	SOX4	interacts with	3
TERT	MAP3K5	interacts with	3
TERT	STK11	interacts with	3
TERT	MAP2K3	interacts with	3
TERT	FGFR4	interacts with	3
TERT	CDKN2B	interacts with	3
TERT	CCNE1	interacts with	3
TERT	DDX51	interacts with	3
TERT	AKT1	interacts with	3
TERT	GRM1	interacts with	3
TERT	FZR1	interacts with	3
TERT	RAF1	interacts with	3
TERT	BECN1	interacts with	3
TERT	CCND2	interacts with	3
TERT	SOX3	interacts with	3
TERT	NF2	interacts with	3
TERT	NSD3	interacts with	3
TERT	RASSF1	interacts with	3
TERT	GLIS2	interacts with	3
TERT	DACH1	interacts with	3
TERT	CDK4	interacts with	3
RAF1	ABCB5	interacts with	3
RAF1	MAP3K5	interacts with	3
RAF1	GRM1	interacts with	3
RAF1	NF1	interacts with	3
RAF1	LATS2	interacts with	3
RAF1	CDKN2C	interacts with	3
RAF1	CD44	interacts with	3
RAF1	CCND2	interacts with	3
RAF1	ARNT	interacts with	3
RAF1	NF2	interacts with	3
RAF1	MAP2K3	interacts with	3
RAF1	FGFR4	interacts with	3
RAF1	CDKN2B	interacts with	3
RAF1	CDK4	interacts with	3
RAF1	AKT1	interacts with	3
RAF1	BECN1	interacts with	3
RAF1	MAP2K6	interacts with	3
RAF1	RASSF1	interacts with	3
RAF1	GLIS2	interacts with	3
RAF1	HGF	interacts with	3
NSD3	SOX4	interacts with	3
NSD3	SOX3	interacts with	3
NSD3	NFIC	interacts with	3
NSD3	GLIS2	interacts with	3
NSD3	FGFR4	interacts with	3
NSD3	AKT1	interacts with	3
CDKN2C	GRM1	interacts with	3
CDKN2C	MAP2K3	interacts with	3
CDKN2C	ARNT	interacts with	3
CDKN2C	NF2	interacts with	3
CDKN2C	STK11	interacts with	3
CDKN2C	LATS2	interacts with	3
CDKN2C	CDKN2B	interacts with	3
CDKN2C	CCNE1	interacts with	3
CDKN2C	FGFR4	interacts with	3
CDKN2C	CCND2	interacts with	3
CDKN2C	AKT1	interacts with	3
CDKN2C	CDK4	interacts with	3
RUNX1	HIF1A	interacts with	3
DUSP9	CDK4	interacts with	3
CDK4	GRM1	interacts with	3
CDK4	FZR1	interacts with	3
CDK4	MAP2K3	interacts with	3
CDK4	ARNT	interacts with	3
CDK4	BECN1	interacts with	3
CDK4	CCND2	interacts with	3
CDK4	CCNE1	interacts with	3
CDK4	NF2	interacts with	3
CDK4	MDM4	interacts with	3
CDK4	HIF1A	interacts with	3
CDK4	ARAF	interacts with	3
CDK4	RASSF1	interacts with	3
CDK4	GLIS2	interacts with	3
CDK4	HGF	interacts with	3
CDK4	TSC1	interacts with	3
CDK4	MAP3K5	interacts with	3
CDK4	STK11	interacts with	3
CDK4	LATS2	interacts with	3
CDK4	FGFR4	interacts with	3
CDK4	CD44	interacts with	3
CDK4	AKT1	interacts with	3
CDK4	CDKN2B	interacts with	3
PIK3R4	ATG14	interacts with	3
PIK3R4	BECN1	interacts with	3
ARNT	FZR1	interacts with	3
ARNT	MAP2K3	interacts with	3
ARNT	LATS2	interacts with	3
ARNT	CD44	interacts with	3
ARNT	STK11	interacts with	3
ARNT	FGFR4	interacts with	3
ARNT	CDKN2B	interacts with	3
ARNT	CCNE1	interacts with	3
ARNT	CCND2	interacts with	3
ARNT	GLIS1	interacts with	3
ARNT	BECN1	interacts with	3
ARNT	NF2	interacts with	3
ARNT	AKT1	interacts with	3
ARNT	HIF1A	interacts with	3
ARNT	GLIS2	interacts with	3
ARNT	HGF	interacts with	3
CCND2	ABCB5	interacts with	3
CCND2	GRM1	interacts with	3
