GeneSymbol	ActiveModule	ActiveGene	overlapSignificant
LAMA1	6	True	True
ITGA3	6	False	True
F7	6	False	True
COL1A2	6	True	True
HLA-E	6	True	True
ULBP2	6	False	True
DAG1	6	True	True
HSPG2	6	True	True
ITGB6	6	False	True
COL5A1	6	False	True
F10	6	False	True
REG3A	6	False	True
PDGFA	6	False	True
TFPI	6	False	True
FGA	6	False	True
SERPINE2	6	True	True
ITGA1	6	True	True
FN1	6	True	True
MAG	6	False	True
NID1	6	False	True
CAV3	6	False	True
COL3A1	6	False	True
KLRD1	6	False	True
ITGA2	6	False	True
PDIA3	6	False	True
SDC2	6	True	True
COL4A1	6	False	True
LAMA5	6	False	True
ITGB1	6	True	True
CAV1	6	False	True
PDGFRA	6	True	True
SPARC	6	False	True
F8	6	False	True
GRAMD1C	6	True	True
PLG	6	False	True
ASB2	6	False	True
ADAM10	6	True	True
SCAMP5	6	False	True
SERPINE1	6	False	True
LACRT	6	False	True
COL1A1	6	True	True
COCH	6	False	True
FLNA	6	False	True
THBS1	6	True	True
PDGFB	6	False	True
PLAU	6	True	True
PRELP	6	False	True
SERPINB2	6	True	True
ELANE	7	False	False
PTX3	7	True	False
PF4	7	False	False
FCN3	7	False	False
ACKR2	7	False	False
ENO1	7	True	False
CCL2	7	True	False
CXCL6	7	False	False
SERPINB1	7	True	False
TNFAIP6	7	True	False
F2	7	False	False
MASP1	7	False	False
SERPINA1	7	False	False
ITIH1	7	False	False
ITIH3	7	False	False
FBN2	7	True	False
MASP2	7	False	False
ELN	7	False	False
SERPING1	7	True	False
CCL23	7	False	False
VCAN	7	False	False
THBD	7	True	False
CCL11	7	False	False
ACHE	7	False	False
CXCL5	7	False	False
FCN2	7	False	False
ACKR1	7	False	False
CCR3	7	True	False
MMP3	7	True	False
FCN1	7	False	False
PRTN3	7	True	False
CCR1	7	True	False
MMP9	7	True	False
CCL7	7	True	False
BCAN	7	False	False
AMBP	7	False	False
MEP1B	7	False	False
MMP7	7	True	False
CCL3L3	7	False	False
PSENEN	7	False	False
CXCL12	7	True	False
CCL27	7	False	False
FBN1	7	True	False
MAD2L1BP	8	False	False
CDC20	8	True	False
PLK1	8	True	False
KRBA1	8	False	False
KLHL22	8	False	False
LRP5L	8	False	False
PTTG1	8	True	False
SIRT2	8	False	False
REV3L	8	True	False
MAD2L1	8	True	False
MAD2L2	8	False	False
EXOC3	8	True	False
BUB3	8	False	False
CDC25A	8	True	False
DUSP8	8	False	False
GTSE1	8	True	False
MST1	8	False	False
FOXO1	8	True	False
BUB1	8	True	False
BUB1B	8	False	False
UBE2C	8	False	False
UBE3D	8	True	False
UBE2S	8	True	False
ANAPC7	8	False	False
DNHD1	8	False	False
SPATC1	8	False	False
ANAPC5	8	True	False
FBXO5	8	False	False
RDH12	8	False	False
C6orf136	8	False	False
SPOUT1	8	False	False
PIM1	8	True	False
VRK3	8	False	False
FZR1	8	False	False
AVEN	9	False	True
BCL2	9	True	True
PMAIP1	9	True	True
CAPN2	9	False	True
BBC3	9	False	True
ITPR1	9	True	True
BOK	9	False	True
MCL1	9	True	True
DAD1	9	False	True
BMF	9	False	True
BNIP1	9	False	True
BCL2L1	9	True	True
MEX3D	9	False	True
BIK	9	False	True
BCL2A1	9	True	True
BCL2L11	9	True	True
BAX	9	True	True
BAK1	9	True	True
VDAC1	9	False	True
DYNLL1	9	False	True
ZHX1	9	True	True
EFNA2	9	False	True
IDH1	9	True	True
HRK	9	False	True
BCL2L2	9	False	True
BID	9	True	True
AHCYL1	9	False	True
METTL23	9	False	True
MYOF	10	True	False
PTEN	10	True	False
MGAM	10	False	False
NCF1	10	True	False
NDFIP1	10	False	False
OTUD3	10	False	False
PDCD11	10	False	False
S100A8	10	True	False
TXN	10	False	False
MYO1B	10	False	False
FCGR2A	10	False	False
LGALS3	10	True	False
EEF2KMT	10	True	False
EEF2	10	False	False
SLC25A5	10	False	False
ALCAM	10	False	False
LGALS1	10	True	False
ITGA6	10	True	False
LGALS3BP	10	True	False
GSTM3	10	False	False
GSTM1	10	True	False
SSR4	10	False	False
GSTM2	10	False	False
SIGLEC11	10	False	False
SIGLEC7	10	False	False
ATP5A1	10	False	False
CD6	10	False	False
NCF4	10	False	False
KBTBD4	10	False	False
NCF2	10	True	False
S100A9	10	True	False
METTL26	10	False	False
ART3	10	False	False
PRKCD	10	True	False
HSD17B1	10	True	False
RPL10A	10	False	False
NOXO1	10	False	False
CYBA	10	True	False
NOXA1	10	False	False
PELO	10	True	False
C1GALT1C1	10	False	False
SIGLEC6	10	False	False
SIGLEC10	10	False	False
SIGLEC9	10	False	False
RPL22L1	10	False	False
JAZF1	11	False	True
MED24	11	False	True
KLF5	11	False	True
NKX2-1	11	True	True
NR3C1	11	True	True
TNP1	11	False	True
IRX4	11	False	True
NCOA2	11	True	True
NR2C2	11	False	True
NR0B1	11	False	True
NR6A1	11	False	True
ONECUT1	11	False	True
PNRC2	11	False	True
NR2F6	11	False	True
ITGB1BP2	11	False	True
ACSL1	11	True	True
ALOX15B	11	False	True
KDM5A	11	True	True
RXRB	11	True	True
ARID1A	11	False	True
ZNHIT3	11	False	True
NFKBIB	11	False	True
NCOR1	11	False	True
PPARG	11	True	True
ZDHHC12	11	False	True
NCOA1	11	True	True
EDF1	11	False	True
SMARCD3	11	False	True
RARG	11	True	True
NR3C2	11	False	True
RARB	11	True	True
NR2F1	11	True	True
NR1H4	11	True	True
ZBTB20	11	False	True
RXRA	11	True	True
RAD54L2	11	False	True
RARA	11	True	True
CXADR	11	False	True
NR1I2	12	True	False
TBL1X	12	True	False
NCOA4	12	False	False
MED14	12	False	False
TDG	12	False	False
PPARGC1A	12	False	False
TRIP4	12	False	False
PSMC5	12	False	False
TXNRD2	12	False	False
MED1	12	True	False
MED29	12	False	False
SREBF1	12	False	False
THRA	12	True	False
RORB	12	True	False
NR2F2	12	True	False
NCOA6	12	True	False
HR	12	True	False
THRB	12	True	False
IQCK	12	True	False
NR1H2	12	False	False
MMS19	12	False	False
POU1F1	12	False	False
C1D	12	False	False
MAP6	12	False	False
TGS1	12	False	False
NCOR2	12	False	False
SRF	12	False	False
VDR	12	True	False
NANOG	12	True	False
MED21	12	True	False
MAP4	12	False	False
NCOA3	12	True	False
NRBF2	12	False	False
NR1I3	12	True	False
CHD9	12	True	False
TRIP11	12	False	False
ROBO4	12	False	False
MED12	12	False	False
PSMC4	12	False	False
MMRN2	12	False	False
RGN	12	False	False
MED25	12	False	False
ADAT3	12	False	False
MED18	12	False	False
NSD1	12	False	False
MED28	12	False	False
TNNI2	12	False	False
JADE1	13	True	False
ING4	13	False	False
CCDC94	13	False	False
VHL	13	False	False
KLF4	13	True	False
VHLL	13	False	False
HIF1A	13	True	False
ZNF281	13	False	False
EGLN1	13	True	False
NAA15	13	True	False
NAA50	13	False	False
NAA10	13	True	False
DGKI	13	True	False
OS9	13	True	False
DCSTAMP	13	False	False
MEAF6	13	False	False
SAT2	13	False	False
HLA-G	14	True	False
LILRB2	14	False	False
CD1B	14	False	False
B2M	14	True	False
KIR2DL1	14	False	False
HLA-C	14	True	False
CD8A	14	False	False
HFE	14	False	False
TFRC	14	True	False
VIPR1	14	False	False
HLA-B	14	True	False
LILRB1	14	False	False
HLA-F	14	True	False
HLA-A	14	False	False
PRB3	14	False	False
ALB	14	True	False
KIR2DS2	14	False	False
ARHGEF4	14	False	False
KIR2DL4	14	False	False
KIR2DL3	14	False	False
CXCR4	14	True	False
FCGRT	14	True	False
