WPID;WPTitle;Source;WPSize;TargetSize;IntersectionSize;UniversSize;pValue;pAdjusted;Intersection
WP4228;Vitamin B6-dependent and responsive disorders;WP_allPathways_request_2022_08_01.gmt;4;50;0;12378;1.0;1.0;
WP4225;Pyrimidine metabolism and related diseases;WP_allPathways_request_2022_08_01.gmt;17;50;0;12378;1.0;1.0;
WP4224;Purine metabolism and related disorders;WP_allPathways_request_2022_08_01.gmt;22;50;0;12378;1.0;1.0;
WP4220;Neurotransmitter disorders;WP_allPathways_request_2022_08_01.gmt;4;50;0;12378;1.0;1.0;
WP4157;GABA metabolism (aka GHB);WP_allPathways_request_2022_08_01.gmt;6;50;0;12378;1.0;1.0;
WP4156;Biosynthesis and regeneration of tetrahydrobiopterin and catabolism of phenylalanine;WP_allPathways_request_2022_08_01.gmt;2;50;0;12378;1.0;1.0;
WP4153;Degradation pathway of sphingolipids, including diseases;WP_allPathways_request_2022_08_01.gmt;10;50;0;12378;1.0;1.0;
WP3998;Prader-Willi and Angelman syndrome;WP_allPathways_request_2022_08_01.gmt;66;50;0;12378;1.0;1.0;
WP3995;Prion disease pathway;WP_allPathways_request_2022_08_01.gmt;33;50;1;12378;0.12518626081576256;1.0;RXRA
WP3853;ERK pathway in Huntington's disease;WP_allPathways_request_2022_08_01.gmt;15;50;0;12378;1.0;1.0;
WP3584;MECP2 and associated Rett syndrome;WP_allPathways_request_2022_08_01.gmt;73;50;1;12378;0.2564651701159883;1.0;NCOR1
WP3569;Fanconi Anemia Pathway;WP_allPathways_request_2022_08_01.gmt;39;50;0;12378;1.0;1.0;
WP2447;Amyotrophic lateral sclerosis (ALS);WP_allPathways_request_2022_08_01.gmt;38;50;0;12378;1.0;1.0;
WP2371;Parkinson's disease pathway;WP_allPathways_request_2022_08_01.gmt;47;50;0;12378;1.0;1.0;
WP4299;Lamin A-processing pathway;WP_allPathways_request_2022_08_01.gmt;3;50;0;12378;1.0;1.0;
WP4320;Effect of progerin on genes involved in Hutchinson-Gilford progeria syndrome;WP_allPathways_request_2022_08_01.gmt;37;50;0;12378;1.0;1.0;
WP4504;Cysteine and methionine catabolism;WP_allPathways_request_2022_08_01.gmt;15;50;0;12378;1.0;1.0;
WP4506;Tyrosine metabolism;WP_allPathways_request_2022_08_01.gmt;4;50;0;12378;1.0;1.0;
WP4804;Cholesterol biosynthesis with skeletal dysplasias;WP_allPathways_request_2022_08_01.gmt;7;50;0;12378;1.0;1.0;
WP4803;Ciliopathies;WP_allPathways_request_2022_08_01.gmt;184;50;0;12378;1.0;1.0;
WP4792;Purine metabolism;WP_allPathways_request_2022_08_01.gmt;13;50;0;12378;1.0;1.0;
WP4688;Serine metabolism;WP_allPathways_request_2022_08_01.gmt;8;50;0;12378;1.0;1.0;
WP4686;Leucine, isoleucine and valine metabolism;WP_allPathways_request_2022_08_01.gmt;24;50;0;12378;1.0;1.0;
WP4673;Male infertility;WP_allPathways_request_2022_08_01.gmt;145;50;0;12378;1.0;1.0;
WP4657;22q11.2 copy number variation syndrome;WP_allPathways_request_2022_08_01.gmt;149;50;1;12378;0.4548723084352689;1.0;NCOR1
WP4656;Joubert syndrome;WP_allPathways_request_2022_08_01.gmt;76;50;0;12378;1.0;1.0;
WP4595;Urea cycle and associated pathways;WP_allPathways_request_2022_08_01.gmt;24;50;0;12378;1.0;1.0;
WP4577;Neurodegeneration with brain iron accumulation (NBIA) subtypes pathway;WP_allPathways_request_2022_08_01.gmt;44;50;0;12378;1.0;1.0;
WP4823;Genes controlling nephrogenesis;WP_allPathways_request_2022_08_01.gmt;44;50;0;12378;1.0;1.0;
WP4549;Fragile X syndrome;WP_allPathways_request_2022_08_01.gmt;112;50;0;12378;1.0;1.0;
WP4541;Hippo-Merlin signaling dysregulation;WP_allPathways_request_2022_08_01.gmt;120;50;0;12378;1.0;1.0;
WP4540;Hippo signaling regulation pathways;WP_allPathways_request_2022_08_01.gmt;98;50;0;12378;1.0;1.0;
WP4535;Envelope proteins and their potential roles in EDMD physiopathology;WP_allPathways_request_2022_08_01.gmt;46;50;0;12378;1.0;1.0;
WP4524;Alternative pathway of fetal androgen synthesis;WP_allPathways_request_2022_08_01.gmt;11;50;0;12378;1.0;1.0;
WP4523;Classical pathway of steroidogenesis with glucocorticoid and mineralocorticoid metabolism;WP_allPathways_request_2022_08_01.gmt;16;50;0;12378;1.0;1.0;
WP4522;Metabolic pathway of LDL, HDL and TG, including diseases;WP_allPathways_request_2022_08_01.gmt;17;50;0;12378;1.0;1.0;
WP4521;Glycosylation and related congenital defects;WP_allPathways_request_2022_08_01.gmt;25;50;0;12378;1.0;1.0;
WP4519;Cerebral organic acidurias, including diseases;WP_allPathways_request_2022_08_01.gmt;8;50;0;12378;1.0;1.0;
WP4518;Gamma-glutamyl cycle for the biosynthesis and degradation of glutathione, including diseases;WP_allPathways_request_2022_08_01.gmt;6;50;0;12378;1.0;1.0;
WP4507;Molybdenum cofactor (Moco) biosynthesis;WP_allPathways_request_2022_08_01.gmt;7;50;0;12378;1.0;1.0;
WP4545;Oxysterols derived from cholesterol;WP_allPathways_request_2022_08_01.gmt;46;50;1;12378;0.17016617546620505;1.0;NR1I2
WP5224;2q37 copy number variation syndrome;WP_allPathways_request_2022_08_01.gmt;168;50;1;12378;0.49572630826878583;1.0;MAP4
