WPID;WPTitle;Source;WPSize;TargetSize;IntersectionSize;UniversSize;pValue;pAdjusted;Intersection
WP5102;Familial partial lipodystrophy (FPLD);WikiPathway_2022_08_05;30;63;1;12379;0.14208289105594848;0.852497346335691;STAT5B
WP5052;Nephrogenesis;WikiPathway_2022_08_05;18;63;0;12379;1.0;1.0;
WP2059;Alzheimer's disease and miRNA effects;WikiPathway_2022_08_05;275;63;2;12379;0.40989387531640165;1.0;INSR IRS1
WP5031;Biotin metabolism, including IMDs;WikiPathway_2022_08_05;9;63;0;12379;1.0;1.0;
WP5030;Ethylmalonic encephalopathy;WikiPathway_2022_08_05;3;63;0;12379;1.0;1.0;
WP4949;16p11.2 proximal deletion syndrome;WikiPathway_2022_08_05;81;63;0;12379;1.0;1.0;
WP4942;15q13.3 copy number variation syndrome;WikiPathway_2022_08_05;32;63;0;12379;1.0;1.0;
WP4940;15q11.2 copy number variation syndrome;WikiPathway_2022_08_05;10;63;0;12379;1.0;1.0;
WP4932;7q11.23 copy number variation syndrome;WikiPathway_2022_08_05;113;63;0;12379;1.0;1.0;
WP4905;1q21.1 copy number variation syndrome;WikiPathway_2022_08_05;36;63;0;12379;1.0;1.0;
WP4879;Overlap between signal transduction pathways contributing to LMNA laminopathies;WikiPathway_2022_08_05;57;63;0;12379;1.0;1.0;
WP5037;Riboflavin and CoQ disorders;WikiPathway_2022_08_05;14;63;0;12379;1.0;1.0;
WP4971;Phosphoinositides metabolism;WikiPathway_2022_08_05;49;63;0;12379;1.0;1.0;
WP5108;Familial  hyperlipidemia type 1;WikiPathway_2022_08_05;18;63;0;12379;1.0;1.0;
WP5104;Acquired partial lipodystrophy / Barraquer-Simons syndrome;WikiPathway_2022_08_05;10;63;0;12379;1.0;1.0;
WP5221;2q11.2 copy number variation syndrome;WikiPathway_2022_08_05;65;63;0;12379;1.0;1.0;
WP5202;Alstrom syndrome;WikiPathway_2022_08_05;33;63;0;12379;1.0;1.0;
WP5200;Dravet syndrome;WikiPathway_2022_08_05;18;63;0;12379;1.0;1.0;
WP5195;Disorders in ketolysis;WikiPathway_2022_08_05;5;63;0;12379;1.0;1.0;
WP5193;Cholesterol synthesis disorders;WikiPathway_2022_08_05;18;63;0;12379;1.0;1.0;
WP5190;Creatine pathway;WikiPathway_2022_08_05;5;63;0;12379;1.0;1.0;
WP5189;Copper metabolism;WikiPathway_2022_08_05;4;63;0;12379;1.0;1.0;
WP5178;Disorders of fructose metabolism;WikiPathway_2022_08_05;14;63;0;12379;1.0;1.0;
WP5176;Disorders of bile acid synthesis and biliary transport;WikiPathway_2022_08_05;20;63;0;12379;1.0;1.0;
WP5175;Disorders in ketone body synthesis;WikiPathway_2022_08_05;5;63;0;12379;1.0;1.0;
WP5173;Disorders of galactose metabolism ;WikiPathway_2022_08_05;13;63;0;12379;1.0;1.0;
WP5171;Leukotriene metabolic pathway;WikiPathway_2022_08_05;13;63;0;12379;1.0;1.0;
WP5169;Hemesynthesis defects and porphyrias;WikiPathway_2022_08_05;9;63;0;12379;1.0;1.0;
WP5166;Glyoxylate metabolism;WikiPathway_2022_08_05;11;63;0;12379;1.0;1.0;
WP5124;Alzheimer's disease;WikiPathway_2022_08_05;262;63;2;12379;0.38649098638178214;1.0;INSR IRS1
WP5120;Inclusion body myositis;WikiPathway_2022_08_05;11;63;0;12379;1.0;1.0;
WP5114;Nucleotide excision repair in xeroderma pigmentosum ;WikiPathway_2022_08_05;74;63;0;12379;1.0;1.0;
WP5112;Familial hyperlipidemia type 5;WikiPathway_2022_08_05;15;63;0;12379;1.0;1.0;
WP5111;Familial hyperlipidemia type 4;WikiPathway_2022_08_05;22;63;0;12379;1.0;1.0;
WP5110;Familial hyperlipidemia type 3;WikiPathway_2022_08_05;13;63;0;12379;1.0;1.0;
WP5109;Familial hyperlipidemia type 2;WikiPathway_2022_08_05;16;63;0;12379;1.0;1.0;
WP5103;Progeria-associated lipodystrophy;WikiPathway_2022_08_05;22;63;0;12379;1.0;1.0;
WP4871;Kisspeptin/kisspeptin receptor system in the ovary;WikiPathway_2022_08_05;39;63;0;12379;1.0;1.0;
WP4814;Somatic sex determination;WikiPathway_2022_08_05;14;63;0;12379;1.0;1.0;
WP4842;Mammalian disorder of sexual development;WikiPathway_2022_08_05;25;63;0;12379;1.0;1.0;
WP4312;Rett syndrome causing genes;WikiPathway_2022_08_05;48;63;0;12379;1.0;1.0;
WP4299;Lamin A-processing pathway;WikiPathway_2022_08_05;3;63;0;12379;1.0;1.0;
WP4297;Thiamine metabolic pathways;WikiPathway_2022_08_05;9;63;0;12379;1.0;1.0;
WP4292;Methionine metabolism leading to sulfur amino acids and related disorders;WikiPathway_2022_08_05;11;63;0;12379;1.0;1.0;
WP4288;MTHFR deficiency;WikiPathway_2022_08_05;24;63;0;12379;1.0;1.0;
WP4271;Vitamin B12 disorders;WikiPathway_2022_08_05;13;63;0;12379;1.0;1.0;
WP4259;Disorders of folate metabolism and transport;WikiPathway_2022_08_05;13;63;0;12379;1.0;1.0;
WP4236;Krebs cycle disorders;WikiPathway_2022_08_05;7;63;0;12379;1.0;1.0;
WP4228;Vitamin B6-dependent and responsive disorders;WikiPathway_2022_08_05;4;63;0;12379;1.0;1.0;
WP4320;Effect of progerin on genes involved in Hutchinson-Gilford progeria syndrome;WikiPathway_2022_08_05;37;63;0;12379;1.0;1.0;
WP4225;Pyrimidine metabolism and related diseases;WikiPathway_2022_08_05;17;63;0;12379;1.0;1.0;
WP4220;Neurotransmitter disorders;WikiPathway_2022_08_05;4;63;0;12379;1.0;1.0;
WP4157;GABA metabolism (aka GHB);WikiPathway_2022_08_05;6;63;0;12379;1.0;1.0;
WP4156;Biosynthesis and regeneration of tetrahydrobiopterin and catabolism of phenylalanine;WikiPathway_2022_08_05;2;63;0;12379;1.0;1.0;
WP4153;Degradation pathway of sphingolipids, including diseases;WikiPathway_2022_08_05;10;63;0;12379;1.0;1.0;
WP3998;Prader-Willi and Angelman syndrome;WikiPathway_2022_08_05;66;63;1;12379;0.2865468970083875;1.0;BDNF
WP3995;Prion disease pathway;WikiPathway_2022_08_05;33;63;0;12379;1.0;1.0;
WP3569;Fanconi Anemia Pathway;WikiPathway_2022_08_05;39;63;0;12379;1.0;1.0;
WP2447;Amyotrophic lateral sclerosis (ALS);WikiPathway_2022_08_05;38;63;0;12379;1.0;1.0;
WP2371;Parkinson's disease pathway;WikiPathway_2022_08_05;47;63;0;12379;1.0;1.0;
WP4224;Purine metabolism and related disorders;WikiPathway_2022_08_05;22;63;0;12379;1.0;1.0;
WP4844;Influence of laminopathies on Wnt signaling;WikiPathway_2022_08_05;37;63;0;12379;1.0;1.0;
WP4504;Cysteine and methionine catabolism;WikiPathway_2022_08_05;15;63;0;12379;1.0;1.0;
WP4507;Molybdenum cofactor (Moco) biosynthesis;WikiPathway_2022_08_05;7;63;0;12379;1.0;1.0;
WP5223;2q21.1 copy number variation syndrome;WikiPathway_2022_08_05;42;63;0;12379;1.0;1.0;
WP4804;Cholesterol biosynthesis with skeletal dysplasias;WikiPathway_2022_08_05;7;63;0;12379;1.0;1.0;
WP4803;Ciliopathies;WikiPathway_2022_08_05;184;63;0;12379;1.0;1.0;
WP4792;Purine metabolism;WikiPathway_2022_08_05;13;63;0;12379;1.0;1.0;
WP4746;Thyroid hormones production and peripheral downstream signaling effects;WikiPathway_2022_08_05;92;63;1;12379;0.37571365451903016;1.0;FRS2
WP4688;Serine metabolism;WikiPathway_2022_08_05;8;63;0;12379;1.0;1.0;
WP4686;Leucine, isoleucine and valine metabolism;WikiPathway_2022_08_05;24;63;0;12379;1.0;1.0;
WP4673;Male infertility;WikiPathway_2022_08_05;145;63;1;12379;0.5248741168945518;1.0;INSR
WP4657;22q11.2 copy number variation syndrome;WikiPathway_2022_08_05;149;63;0;12379;1.0;1.0;
WP4506;Tyrosine metabolism;WikiPathway_2022_08_05;4;63;0;12379;1.0;1.0;
WP4656;Joubert syndrome;WikiPathway_2022_08_05;76;63;0;12379;1.0;1.0;
WP4577;Neurodegeneration with brain iron accumulation (NBIA) subtypes pathway;WikiPathway_2022_08_05;44;63;0;12379;1.0;1.0;
WP4545;Oxysterols derived from cholesterol;WikiPathway_2022_08_05;46;63;0;12379;1.0;1.0;
WP4535;Envelope proteins and their potential roles in EDMD physiopathology;WikiPathway_2022_08_05;46;63;0;12379;1.0;1.0;
WP4524;Alternative pathway of fetal androgen synthesis;WikiPathway_2022_08_05;11;63;0;12379;1.0;1.0;
WP4523;Classical pathway of steroidogenesis with glucocorticoid and mineralocorticoid metabolism;WikiPathway_2022_08_05;16;63;0;12379;1.0;1.0;
WP4522;Metabolic pathway of LDL, HDL and TG, including diseases;WikiPathway_2022_08_05;17;63;0;12379;1.0;1.0;
WP4521;Glycosylation and related congenital defects;WikiPathway_2022_08_05;25;63;0;12379;1.0;1.0;
WP4519;Cerebral organic acidurias, including diseases;WikiPathway_2022_08_05;8;63;0;12379;1.0;1.0;
WP4518;Gamma-glutamyl cycle for the biosynthesis and degradation of glutathione, including diseases;WikiPathway_2022_08_05;6;63;0;12379;1.0;1.0;
WP4595;Urea cycle and associated pathways;WikiPathway_2022_08_05;24;63;0;12379;1.0;1.0;
WP5224;2q37 copy number variation syndrome;WikiPathway_2022_08_05;168;63;1;12379;0.5781177752225363;1.0;IL13RA1
