WPID;WPTitle;WPSize;TargetSize;IntersectionSize;UniversSize;pValue;pAdjusted;Intersection
WP4871;Kisspeptin/kisspeptin receptor system in the ovary;39;77;0;12387;1.0;1.0;
WP4814;Somatic sex determination;14;77;0;12387;1.0;1.0;
WP4842;Mammalian disorder of sexual development;25;77;0;12387;1.0;1.0;
WP4507;Molybdenum cofactor (Moco) biosynthesis;7;77;0;12387;1.0;1.0;
WP4506;Tyrosine metabolism;4;77;0;12387;1.0;1.0;
WP4320;Effect of progerin on genes involved in Hutchinson-Gilford progeria syndrome;37;77;0;12387;1.0;1.0;
WP4312;Rett syndrome causing genes;48;77;0;12387;1.0;1.0;
WP4299;Lamin A-processing pathway;3;77;0;12387;1.0;1.0;
WP4298;Acute viral myocarditis;85;77;1;12387;0.41247508208131956;1.0;CCND1
WP4297;Thiamine metabolic pathways;9;77;0;12387;1.0;1.0;
WP4288;MTHFR deficiency;24;77;0;12387;1.0;1.0;
WP4236;Krebs cycle disorders;7;77;0;12387;1.0;1.0;
WP4518;Gamma-glutamyl cycle for the biosynthesis and degradation of glutathione, including diseases;6;77;0;12387;1.0;1.0;
WP4228;Vitamin B6-dependent and responsive disorders;4;77;0;12387;1.0;1.0;
WP4224;Purine metabolism and related disorders;22;77;0;12387;1.0;1.0;
WP4220;Neurotransmitter disorders;4;77;0;12387;1.0;1.0;
WP4157;GABA metabolism (aka GHB);6;77;0;12387;1.0;1.0;
WP4156;Biosynthesis and regeneration of tetrahydrobiopterin and catabolism of phenylalanine;2;77;0;12387;1.0;1.0;
WP4153;Degradation pathway of sphingolipids, including diseases;10;77;0;12387;1.0;1.0;
WP3995;Prion disease pathway;33;77;0;12387;1.0;1.0;
WP3853;ERK pathway in Huntington's disease;15;77;0;12387;1.0;1.0;
WP3584;MECP2 and associated Rett syndrome;73;77;0;12387;1.0;1.0;
WP2447;Amyotrophic lateral sclerosis (ALS);38;77;0;12387;1.0;1.0;
WP4225;Pyrimidine metabolism and related diseases;17;77;0;12387;1.0;1.0;
WP4844;Influence of laminopathies on Wnt signaling;37;77;1;12387;0.2063033978031295;1.0;CCND1
WP4519;Cerebral organic acidurias, including diseases;8;77;0;12387;1.0;1.0;
WP4522;Metabolic pathway of LDL, HDL and TG, including diseases;17;77;0;12387;1.0;1.0;
WP4830;GDNF/RET signaling axis;23;77;0;12387;1.0;1.0;
WP4823;Genes controlling nephrogenesis;44;77;1;12387;0.24031015223979996;1.0;LAMB2
WP5223;2q21.1 copy number variation syndrome;42;77;0;12387;1.0;1.0;
WP4804;Cholesterol biosynthesis with skeletal dysplasias;7;77;0;12387;1.0;1.0;
WP4803;Ciliopathies;184;77;0;12387;1.0;1.0;
WP4792;Purine metabolism;13;77;0;12387;1.0;1.0;
WP4746;Thyroid hormones production and peripheral downstream signaling effects;92;77;0;12387;1.0;1.0;
WP4688;Serine metabolism;8;77;0;12387;1.0;1.0;
WP4686;Leucine, isoleucine and valine metabolism;24;77;0;12387;1.0;1.0;
WP4521;Glycosylation and related congenital defects;25;77;0;12387;1.0;1.0;
WP4657;22q11.2 copy number variation syndrome;149;77;1;12387;0.6073028471057934;1.0;CDC45
WP4595;Urea cycle and associated pathways;24;77;0;12387;1.0;1.0;
WP4577;Neurodegeneration with brain iron accumulation (NBIA) subtypes pathway;44;77;0;12387;1.0;1.0;
WP4549;Fragile X syndrome;112;77;2;12387;0.15366536058961888;1.0;CAMK1 CDKN2A
WP4545;Oxysterols derived from cholesterol;46;77;0;12387;1.0;1.0;
WP4541;Hippo-Merlin signaling dysregulation;120;77;2;12387;0.17118629591822124;1.0;CCND1 FOXM1
WP4540;Hippo signaling regulation pathways;98;77;0;12387;1.0;1.0;
WP4535;Envelope proteins and their potential roles in EDMD physiopathology;46;77;0;12387;1.0;1.0;
WP4524;Alternative pathway of fetal androgen synthesis;11;77;0;12387;1.0;1.0;
WP4523;Classical pathway of steroidogenesis with glucocorticoid and mineralocorticoid metabolism;16;77;0;12387;1.0;1.0;
WP4656;Joubert syndrome;76;77;1;12387;0.3783327575962191;1.0;CCP110
WP5224;2q37 copy number variation syndrome;168;77;0;12387;1.0;1.0;
