WPID;WPTitle;WPSize;TargetSize;IntersectionSize;UniversSize;pValue;pAdjusted;Intersection
WP4271;Vitamin B12 disorders;13;88;0;12387;1.0;1.0;
WP4259;Disorders of folate metabolism and transport;13;88;0;12387;1.0;1.0;
WP4236;Krebs cycle disorders;7;88;0;12387;1.0;1.0;
WP4228;Vitamin B6-dependent and responsive disorders;4;88;0;12387;1.0;1.0;
WP4225;Pyrimidine metabolism and related diseases;17;88;0;12387;1.0;1.0;
WP4224;Purine metabolism and related disorders;22;88;0;12387;1.0;1.0;
WP4220;Neurotransmitter disorders;4;88;0;12387;1.0;1.0;
WP4157;GABA metabolism (aka GHB);6;88;0;12387;1.0;1.0;
WP4156;Biosynthesis and regeneration of tetrahydrobiopterin and catabolism of phenylalanine;2;88;0;12387;1.0;1.0;
WP4153;Degradation pathway of sphingolipids, including diseases;10;88;0;12387;1.0;1.0;
WP3998;Prader-Willi and Angelman syndrome;66;88;0;12387;1.0;1.0;
WP3995;Prion disease pathway;33;88;1;12387;0.20988879234172975;1.0;RXRA
WP3853;ERK pathway in Huntington's disease;15;88;0;12387;1.0;1.0;
WP3584;MECP2 and associated Rett syndrome;73;88;1;12387;0.40665728668269674;1.0;NCOR1
WP3569;Fanconi Anemia Pathway;39;88;0;12387;1.0;1.0;
WP2447;Amyotrophic lateral sclerosis (ALS);38;88;0;12387;1.0;1.0;
WP2371;Parkinson's disease pathway;47;88;0;12387;1.0;1.0;
WP4299;Lamin A-processing pathway;3;88;0;12387;1.0;1.0;
WP4830;GDNF/RET signaling axis;23;88;0;12387;1.0;1.0;
WP4320;Effect of progerin on genes involved in Hutchinson-Gilford progeria syndrome;37;88;1;12387;0.2321645445823654;1.0;SREBF1
WP4506;Tyrosine metabolism;4;88;0;12387;1.0;1.0;
WP5223;2q21.1 copy number variation syndrome;42;88;0;12387;1.0;1.0;
WP4804;Cholesterol biosynthesis with skeletal dysplasias;7;88;0;12387;1.0;1.0;
WP4803;Ciliopathies;184;88;0;12387;1.0;1.0;
WP4792;Purine metabolism;13;88;0;12387;1.0;1.0;
WP4688;Serine metabolism;8;88;0;12387;1.0;1.0;
WP4686;Leucine, isoleucine and valine metabolism;24;88;0;12387;1.0;1.0;
WP4673;Male infertility;145;88;1;12387;0.6464981672041397;1.0;ESR2
WP4656;Joubert syndrome;76;88;0;12387;1.0;1.0;
WP4595;Urea cycle and associated pathways;24;88;0;12387;1.0;1.0;
WP4577;Neurodegeneration with brain iron accumulation (NBIA) subtypes pathway;44;88;0;12387;1.0;1.0;
WP4549;Fragile X syndrome;112;88;0;12387;1.0;1.0;
WP4541;Hippo-Merlin signaling dysregulation;120;88;0;12387;1.0;1.0;
WP4540;Hippo signaling regulation pathways;98;88;0;12387;1.0;1.0;
WP4535;Envelope proteins and their potential roles in EDMD physiopathology;46;88;1;12387;0.2800401789039666;1.0;SRF
WP4524;Alternative pathway of fetal androgen synthesis;11;88;0;12387;1.0;1.0;
WP4523;Classical pathway of steroidogenesis with glucocorticoid and mineralocorticoid metabolism;16;88;0;12387;1.0;1.0;
WP4522;Metabolic pathway of LDL, HDL and TG, including diseases;17;88;0;12387;1.0;1.0;
WP4521;Glycosylation and related congenital defects;25;88;0;12387;1.0;1.0;
WP4519;Cerebral organic acidurias, including diseases;8;88;0;12387;1.0;1.0;
WP4518;Gamma-glutamyl cycle for the biosynthesis and degradation of glutathione, including diseases;6;88;0;12387;1.0;1.0;
WP4507;Molybdenum cofactor (Moco) biosynthesis;7;88;0;12387;1.0;1.0;
WP4504;Cysteine and methionine catabolism;15;88;0;12387;1.0;1.0;
WP5224;2q37 copy number variation syndrome;168;88;0;12387;1.0;1.0;
