WPID;WPTitle;WPSize;TargetSize;IntersectionSize;UniversSize;pValue;pAdjusted;Intersection
WP4297;Thiamine metabolic pathways;9;29;0;12387;1.0;1.0;
WP4292;Methionine metabolism leading to sulfur amino acids and related disorders;11;29;0;12387;1.0;1.0;
WP4288;MTHFR deficiency;24;29;0;12387;1.0;1.0;
WP4271;Vitamin B12 disorders;13;29;0;12387;1.0;1.0;
WP4259;Disorders of folate metabolism and transport;13;29;0;12387;1.0;1.0;
WP4236;Krebs cycle disorders;7;29;0;12387;1.0;1.0;
WP4228;Vitamin B6-dependent and responsive disorders;4;29;0;12387;1.0;1.0;
WP4225;Pyrimidine metabolism and related diseases;17;29;0;12387;1.0;1.0;
WP4312;Rett syndrome causing genes;48;29;0;12387;1.0;1.0;
WP4224;Purine metabolism and related disorders;22;29;0;12387;1.0;1.0;
WP4157;GABA metabolism (aka GHB);6;29;0;12387;1.0;1.0;
WP4156;Biosynthesis and regeneration of tetrahydrobiopterin and catabolism of phenylalanine;2;29;0;12387;1.0;1.0;
WP4153;Degradation pathway of sphingolipids, including diseases;10;29;0;12387;1.0;1.0;
WP3998;Prader-Willi and Angelman syndrome;66;29;0;12387;1.0;1.0;
WP3995;Prion disease pathway;33;29;0;12387;1.0;1.0;
WP3853;ERK pathway in Huntington's disease;15;29;0;12387;1.0;1.0;
WP3584;MECP2 and associated Rett syndrome;73;29;0;12387;1.0;1.0;
WP3569;Fanconi Anemia Pathway;39;29;0;12387;1.0;1.0;
WP2447;Amyotrophic lateral sclerosis (ALS);38;29;0;12387;1.0;1.0;
WP2371;Parkinson's disease pathway;47;29;0;12387;1.0;1.0;
WP4220;Neurotransmitter disorders;4;29;0;12387;1.0;1.0;
WP5223;2q21.1 copy number variation syndrome;42;29;0;12387;1.0;1.0;
WP4320;Effect of progerin on genes involved in Hutchinson-Gilford progeria syndrome;37;29;0;12387;1.0;1.0;
WP4506;Tyrosine metabolism;4;29;0;12387;1.0;1.0;
WP4803;Ciliopathies;184;29;0;12387;1.0;1.0;
WP4792;Purine metabolism;13;29;0;12387;1.0;1.0;
WP4746;Thyroid hormones production and peripheral downstream signaling effects;92;29;1;12387;0.1946163821875535;1.0;FOXO1
WP4688;Serine metabolism;8;29;0;12387;1.0;1.0;
WP4686;Leucine, isoleucine and valine metabolism;24;29;0;12387;1.0;1.0;
WP4673;Male infertility;145;29;0;12387;1.0;1.0;
WP4657;22q11.2 copy number variation syndrome;149;29;2;12387;0.04721499804787738;1.0;KLHL22 PLK1
WP4656;Joubert syndrome;76;29;0;12387;1.0;1.0;
WP4595;Urea cycle and associated pathways;24;29;0;12387;1.0;1.0;
WP4577;Neurodegeneration with brain iron accumulation (NBIA) subtypes pathway;44;29;0;12387;1.0;1.0;
WP4504;Cysteine and methionine catabolism;15;29;0;12387;1.0;1.0;
WP4549;Fragile X syndrome;112;29;0;12387;1.0;1.0;
WP4541;Hippo-Merlin signaling dysregulation;120;29;1;12387;0.24620172320822017;1.0;MST1
WP4540;Hippo signaling regulation pathways;98;29;1;12387;0.20594953933313742;1.0;MST1
WP4535;Envelope proteins and their potential roles in EDMD physiopathology;46;29;0;12387;1.0;1.0;
WP4524;Alternative pathway of fetal androgen synthesis;11;29;0;12387;1.0;1.0;
WP4523;Classical pathway of steroidogenesis with glucocorticoid and mineralocorticoid metabolism;16;29;0;12387;1.0;1.0;
WP4522;Metabolic pathway of LDL, HDL and TG, including diseases;17;29;0;12387;1.0;1.0;
WP4521;Glycosylation and related congenital defects;25;29;0;12387;1.0;1.0;
WP4519;Cerebral organic acidurias, including diseases;8;29;0;12387;1.0;1.0;
WP4518;Gamma-glutamyl cycle for the biosynthesis and degradation of glutathione, including diseases;6;29;0;12387;1.0;1.0;
WP4507;Molybdenum cofactor (Moco) biosynthesis;7;29;0;12387;1.0;1.0;
WP4545;Oxysterols derived from cholesterol;46;29;0;12387;1.0;1.0;
WP5224;2q37 copy number variation syndrome;168;29;0;12387;1.0;1.0;
