WPID;WPTitle;WPSize;TargetSize;IntersectionSize;UniversSize;pValue;pAdjusted;Intersection
WP4518;Gamma-glutamyl cycle for the biosynthesis and degradation of glutathione, including diseases;6;12;0;12387;1.0;1.0;
WP4521;Glycosylation and related congenital defects;25;12;0;12387;1.0;1.0;
WP4823;Genes controlling nephrogenesis;44;12;0;12387;1.0;1.0;
WP5223;2q21.1 copy number variation syndrome;42;12;0;12387;1.0;1.0;
WP4804;Cholesterol biosynthesis with skeletal dysplasias;7;12;0;12387;1.0;1.0;
WP4803;Ciliopathies;184;12;0;12387;1.0;1.0;
WP4792;Purine metabolism;13;12;0;12387;1.0;1.0;
WP4688;Serine metabolism;8;12;0;12387;1.0;1.0;
WP4686;Leucine, isoleucine and valine metabolism;24;12;0;12387;1.0;1.0;
WP4673;Male infertility;145;12;1;12387;0.13182470013593206;1.0;TNF
WP4657;22q11.2 copy number variation syndrome;149;12;0;12387;1.0;1.0;
WP4519;Cerebral organic acidurias, including diseases;8;12;0;12387;1.0;1.0;
WP4656;Joubert syndrome;76;12;0;12387;1.0;1.0;
WP4577;Neurodegeneration with brain iron accumulation (NBIA) subtypes pathway;44;12;0;12387;1.0;1.0;
WP4549;Fragile X syndrome;112;12;0;12387;1.0;1.0;
WP4545;Oxysterols derived from cholesterol;46;12;0;12387;1.0;1.0;
WP4541;Hippo-Merlin signaling dysregulation;120;12;0;12387;1.0;1.0;
WP4540;Hippo signaling regulation pathways;98;12;0;12387;1.0;1.0;
WP4535;Envelope proteins and their potential roles in EDMD physiopathology;46;12;0;12387;1.0;1.0;
WP4524;Alternative pathway of fetal androgen synthesis;11;12;0;12387;1.0;1.0;
WP4523;Classical pathway of steroidogenesis with glucocorticoid and mineralocorticoid metabolism;16;12;0;12387;1.0;1.0;
WP4522;Metabolic pathway of LDL, HDL and TG, including diseases;17;12;0;12387;1.0;1.0;
WP4595;Urea cycle and associated pathways;24;12;0;12387;1.0;1.0;
WP5224;2q37 copy number variation syndrome;168;12;1;12387;0.15120562772343757;1.0;TNF
