WPID;WPTitle;WPSize;TargetSize;IntersectionSize;UniversSize;pValue;pAdjusted;Intersection
WP3998;Prader-Willi and Angelman syndrome;66;46;0;12387;1.0;1.0;
WP3995;Prion disease pathway;33;46;0;12387;1.0;1.0;
WP3853;ERK pathway in Huntington's disease;15;46;0;12387;1.0;1.0;
WP3584;MECP2 and associated Rett syndrome;73;46;1;12387;0.23844217320280608;1.0;NCOR1
WP3569;Fanconi Anemia Pathway;39;46;0;12387;1.0;1.0;
WP2447;Amyotrophic lateral sclerosis (ALS);38;46;0;12387;1.0;1.0;
WP2371;Parkinson's disease pathway;47;46;0;12387;1.0;1.0;
WP4299;Lamin A-processing pathway;3;46;0;12387;1.0;1.0;
WP4320;Effect of progerin on genes involved in Hutchinson-Gilford progeria syndrome;37;46;0;12387;1.0;1.0;
WP4504;Cysteine and methionine catabolism;15;46;0;12387;1.0;1.0;
WP4506;Tyrosine metabolism;4;46;0;12387;1.0;1.0;
WP4804;Cholesterol biosynthesis with skeletal dysplasias;7;46;0;12387;1.0;1.0;
WP4803;Ciliopathies;184;46;0;12387;1.0;1.0;
WP4792;Purine metabolism;13;46;0;12387;1.0;1.0;
WP4746;Thyroid hormones production and peripheral downstream signaling effects;92;46;2;12387;0.04572880666792347;1.0;PPARGC1A THRB
WP4688;Serine metabolism;8;46;0;12387;1.0;1.0;
WP4686;Leucine, isoleucine and valine metabolism;24;46;0;12387;1.0;1.0;
WP4673;Male infertility;145;46;1;12387;0.41878601072606975;1.0;ESR2
WP4657;22q11.2 copy number variation syndrome;149;46;1;12387;0.4274737311108297;1.0;NCOR1
WP4656;Joubert syndrome;76;46;0;12387;1.0;1.0;
WP4595;Urea cycle and associated pathways;24;46;0;12387;1.0;1.0;
WP4823;Genes controlling nephrogenesis;44;46;0;12387;1.0;1.0;
WP4577;Neurodegeneration with brain iron accumulation (NBIA) subtypes pathway;44;46;0;12387;1.0;1.0;
WP4541;Hippo-Merlin signaling dysregulation;120;46;0;12387;1.0;1.0;
WP4540;Hippo signaling regulation pathways;98;46;0;12387;1.0;1.0;
WP4535;Envelope proteins and their potential roles in EDMD physiopathology;46;46;0;12387;1.0;1.0;
WP4524;Alternative pathway of fetal androgen synthesis;11;46;0;12387;1.0;1.0;
WP4523;Classical pathway of steroidogenesis with glucocorticoid and mineralocorticoid metabolism;16;46;0;12387;1.0;1.0;
WP4522;Metabolic pathway of LDL, HDL and TG, including diseases;17;46;0;12387;1.0;1.0;
WP4521;Glycosylation and related congenital defects;25;46;0;12387;1.0;1.0;
WP4519;Cerebral organic acidurias, including diseases;8;46;0;12387;1.0;1.0;
WP4518;Gamma-glutamyl cycle for the biosynthesis and degradation of glutathione, including diseases;6;46;0;12387;1.0;1.0;
WP4507;Molybdenum cofactor (Moco) biosynthesis;7;46;0;12387;1.0;1.0;
WP4549;Fragile X syndrome;112;46;0;12387;1.0;1.0;
WP5224;2q37 copy number variation syndrome;168;46;1;12387;0.46703572767648677;1.0;MAP4
